index,rdate,rid,hid,venue,track,going,course,class,distance,rfinishm,rm1,rm2,rm3,rm4,rm5,rm6,horsenum,jname,tname,exweight,bardraw,gear,rating,ratechg,horseweight,horseweightchg,besttime,age,priority,lastsix,rank,runpos,p1,p2,p3,p4,p5,p6,m1,m2,m3,m4,m5,m6,finishm,d1,d2,d3,d4,d5,d6,datediff,pricemoney,windist,win_t5,win,place_t5,place,ind_win,ind_pla
110406,2019-11-06,2,9,HV,TURF,GOOD,B,Class 5,1650,10032,2758,2331,2479,2464,0,0,V119,K H Chan,P F Yiu,128,10,B/TT,35,0,1128,+10,1.39.31,7,1,7/1/5/12/3/4,7,2-2-2-7,2,2,2,7,0,0,2766,2343,2479,2492,0,0,10079,0.5,1.25,1.25,3,0,0,21,"HK$ 725,000",3,13.0,8.2,3.6,3.5,0,0
110407,2019-11-06,2,10,HV,TURF,GOOD,B,Class 5,1650,10032,2758,2331,2479,2464,0,0,A044,K C Leung,K H Ting,127,3,H/TT,34,-1,1017,+7,1.40.34,7,+1,9/5/12/1/11/7,2,7-7-7-2,7,7,7,2,0,0,2830,2347,2471,2387,0,0,10035,4.5,5.5,5,HD,0,0,14,"HK$ 725,000",HD,9.7,7.8,3.5,2.1,0,1
110408,2019-11-06,2,11,HV,TURF,GOOD,B,Class 5,1650,10032,2758,2331,2479,2464,0,0,A235,K Teetan,W Y So,120,12,H/XB/TT,27,+5,1072,-3,1.39.68,5,1,1/11/8/7/11/5,1,12-12-12-1,12,12,12,1,0,0,2918,2331,2435,2348,0,0,10032,10.0,10.0,7.25,HD,0,0,14,"HK$ 725,000",HD,10.0,13.0,3.3,3.5,1,1
110409,2019-11-06,2,12,HV,TURF,GOOD,B,Class 5,1650,10032,2758,2331,2479,2464,0,0,B275,G van Niekerk,C W Chang,113,6,PC-/B2/TT,20,+5,1138,-5,1.43.19,4,+1,2/10/6/11/10/14,8,1-1-1-8,1,1,1,8,0,0,2758,2331,2479,2515,0,0,10083,0.5,1.25,1.25,3.25,0,0,10,"HK$ 725,000",3-1/4,9.0,12.0,3.2,3.9,0,0
110410,2019-11-06,3,1,HV,TURF,GOOD,B,Class 4,1200,7011,2363,2275,2374,0,0,0,T330,Z Purton,D J Hall,133,2,B,60,-1,1153,+12,1.09.74,7,+1,5/6/8/6/4/11,1,4-4-1,4,4,1,0,0,0,2387,2299,2326,0,0,0,7011,1.5,3.0,N,0,0,0,28,"HK$ 967,000",N,3.4,3.3,1.4,1.3,1,1
110411,2019-11-06,3,2,HV,TURF,GOOD,B,Class 4,1200,7011,2363,2275,2374,0,0,0,C047,M L Yeung,Y S Tsui,130,6,,57,0,1122,+19,,3,3,12,9,6-6-9,6,6,9,0,0,0,2411,2307,2432,0,0,0,7150,3.0,5.0,8.5,0,0,0,25,"HK$ 967,000",8-1/2,87.0,99.0,17.0,23.0,0,0
110412,2019-11-06,3,3,HV,TURF,GOOD,B,Class 4,1200,7011,2363,2275,2374,0,0,0,C156,H N Wong,C W Chang,130,11,B,57,0,1010,-14,1.11.69,3,1,9,11,8-9-11,8,9,11,0,0,0,2447,2295,2530,0,0,0,7272,5.25,6.5,16.25,0,0,0,28,"HK$ 967,000",16-1/4,99.0,99.0,21.0,34.0,0,0
110413,2019-11-06,3,4,HV,TURF,GOOD,B,Class 4,1200,7011,2363,2275,2374,0,0,0,C322,K H Chan,K L Man,126,7,,53,-2,1094,+3,1.10.74,4,2,8/8/14/11/12/12,10,2-3-10,2,3,10,0,0,0,2367,2311,2518,0,0,0,7196,N,2.5,11.5,0,0,0,21,"HK$ 967,000",11-1/2,27.0,28.0,5.5,6.2,0,0
110414,2019-11-06,3,5,HV,TURF,GOOD,B,Class 4,1200,7011,2363,2275,2374,0,0,0,C500,T H So,L Ho,125,5,H1/TT1,52,,1070,,,4,2,,8,10-11-8,10,11,8,0,0,0,2467,2291,2325,0,0,0,7083,6.5,7.5,4.5,0,0,0,,"HK$ 967,000",4-1/2,61.0,86.0,12.0,16.0,0,0
110415,2019-11-06,3,6,HV,TURF,GOOD,B,Class 4,1200,7011,2363,2275,2374,0,0,0,C216,B Shinn,T P Yung,125,8,B,52,-2,1136,-2,1.10.95,5,*2,11/8/9/9/11/8,6,3-1-6,3,1,6,0,0,0,2367,2271,2427,0,0,0,7065,N,1.5,3.25,0,0,0,25,"HK$ 967,000",3-1/4,9.5,6.5,2.4,2.0,0,0
110416,2019-11-06,3,7,HV,TURF,GOOD,B,Class 4,1200,7011,2363,2275,2374,0,0,0,T076,K C Leung,K H Ting,125,3,B/TT,52,-1,1086,+1,1.10.00,9,1,5/7/11/12/6/2,5,5-5-5,5,5,5,0,0,0,2387,2319,2358,0,0,0,7064,1.5,4.25,3.25,0,0,0,14,"HK$ 967,000",3-1/4,10.0,12.0,2.2,2.7,0,0
110417,2019-11-06,3,8,HV,TURF,GOOD,B,Class 4,1200,7011,2363,2275,2374,0,0,0,C352,A Badel,C H Yip,120,9,,47,-2,1079,+1,1.10.32,5,+1,7/7/12,4,9-10-4,9,10,4,0,0,0,2455,2287,2297,0,0,0,7039,5.75,6.5,1.75,0,0,0,42,"HK$ 967,000",1-3/4,15.0,11.0,4.1,3.0,0,0
110418,2019-11-06,3,9,HV,TURF,GOOD,B,Class 4,1200,7011,2363,2275,2374,0,0,0,C239,M Chadwick,P O'Sullivan,119,1,XB,46,+1,1193,0,1.11.38,4,1,2/8/7/9/10,3,1-2-3,1,2,3,0,0,0,2363,2299,2367,0,0,0,7029,N,1.5,1,0,0,0,21,"HK$ 967,000",1,3.3,4.0,1.5,1.6,0,1
110419,2019-11-06,3,10,HV,TURF,GOOD,B,Class 4,1200,7011,2363,2275,2374,0,0,0,B274,A Sanna,C Fownes,118,10,SR-/TT1,45,-1,1107,+8,1.10.12,5,*2,9/5/4/4/4/9,7,11-8-7,11,8,7,0,0,0,2475,2259,2345,0,0,0,7079,7,6.0,4.25,0,0,0,21,"HK$ 967,000",4-1/4,14.0,14.0,3.5,3.9,0,0
110420,2019-11-06,3,11,HV,TURF,GOOD,B,Class 4,1200,7011,2363,2275,2374,0,0,0,A296,K Teetan,W Y So,117,4,B/E/TT,44,-2,1105,-24,1.10.09,6,+1,4/4/3/11/6/8,2,7-7-2,7,7,2,0,0,0,2415,2307,2294,0,0,0,7016,3.25,5.25,N,0,0,0,17,"HK$ 967,000",N,4.8,4.5,1.8,1.8,0,1
110421,2019-11-06,3,12,HV,TURF,GOOD,B,Class 4,1200,7011,2363,2275,2374,0,0,0,C005,,,,,,,,,,,,,,0,--,,,,0,0,0,,,,0,0,0,,,,,0,0,0,28,"HK$ 967,000",,,,0.0,0.0,0,0
110422,2019-11-06,4,1,HV,TURF,GOOD,B,Class 4,1650,10058,2805,2501,2376,2376,0,0,V279,J Moreira,Y S Tsui,133,8,B,60,0,1179,+9,1.39.37,7,*1,8/6/6/7/3/7,11,2-3-5-11,2,3,5,11,0,0,2821,2501,2384,2431,0,0,10137,1,1,1.5,5,0,0,21,"HK$ 967,000",5,6.4,5.8,3.0,2.0,0,0
110423,2019-11-06,4,2,HV,TURF,GOOD,B,Class 4,1650,10058,2805,2501,2376,2376,0,0,V379,R Bayliss,P O'Sullivan,131,4,B,58,-1,1172,+13,1.40.26,7,*1,7/3/8/8/10/5,8,8-7-6-8,8,7,6,8,0,0,2897,2465,2356,2394,0,0,10112,5.75,3.5,2.25,3.5,0,0,25,"HK$ 967,000",3-1/2,19.0,16.0,5.3,5.0,0,0
110424,2019-11-06,4,3,HV,TURF,GOOD,B,Class 4,1650,10058,2805,2501,2376,2376,0,0,C164,C Y Ho,C H Yip,131,2,TT,58,-2,1058,-6,,5,+1,10/12/9/14/13/10,7,5-6-7-7,5,6,7,7,0,0,2845,2501,2372,2390,0,0,10108,2.5,2.5,2.25,3.25,0,0,14,"HK$ 967,000",3-1/4,7.4,10.0,3.0,4.1,0,0
110425,2019-11-06,4,4,HV,TURF,GOOD,B,Class 4,1650,10058,2805,2501,2376,2376,0,0,B406,Z Purton,W Y So,130,12,TT,57,0,1043,+13,1.39.40,4,+1,3/9/8/12/5/4,2,11-10-11-2,11,10,11,2,0,0,2917,2477,2364,2320,0,0,10078,7,5.5,4.75,1.25,0,0,28,"HK$ 967,000",1-1/4,6.2,5.1,2.4,2.1,0,1
110426,2019-11-06,4,5,HV,TURF,GOOD,B,Class 4,1650,10058,2805,2501,2376,2376,0,0,T093,N Callan,D E Ferraris,129,1,,56,0,1132,-4,1.39.36,8,+1,2/12/6/8/5/5,1,3-4-4-1,3,4,4,1,0,0,2833,2501,2368,2356,0,0,10058,1.75,1.75,1.25,1.25,0,0,21,"HK$ 967,000",1-1/4,6.1,5.8,1.8,1.9,1,1
110427,2019-11-06,4,6,HV,TURF,GOOD,B,Class 4,1650,10058,2805,2501,2376,2376,0,0,A247,K C Leung,R Gibson,126,11,H/P/TT,53,-2,1092,+10,1.39.89,5,1,11/5/5/7/1/7,9,4-1-1-9,4,1,1,9,0,0,2845,2461,2376,2433,0,0,10115,2.5,SH,SH,3.5,0,0,21,"HK$ 967,000",3-1/2,20.0,14.0,6.4,3.5,0,0
110428,2019-11-06,4,7,HV,TURF,GOOD,B,Class 4,1650,10058,2805,2501,2376,2376,0,0,V037,G van Niekerk,A T Millard,124,10,V/TT,51,0,1078,+8,1.40.20,7,+1,5/3/5/4/6/7,3,12-12-10-3,12,12,10,3,0,0,2917,2477,2348,2338,0,0,10079,7,5.5,3.75,1.5,0,0,28,"HK$ 967,000",1-1/2,9.9,9.7,2.3,3.1,0,1
110429,2019-11-06,4,8,HV,TURF,GOOD,B,Class 4,1650,10058,2805,2501,2376,2376,0,0,C170,M Chadwick,C S Shum,123,3,B/TT,50,-2,1065,+10,,4,1,10/8,10,1-2-2-10,1,2,2,10,0,0,2805,2501,2376,2433,0,0,10115,1,SH,SH,3.5,0,0,14,"HK$ 967,000",3-1/2,48.0,57.0,10.0,15.0,0,0
110430,2019-11-06,4,9,HV,TURF,GOOD,B,Class 4,1650,10058,2805,2501,2376,2376,0,0,C109,U Rispoli,J Size,122,9,H,49,0,1018,-15,,4,1,6/2/2/6/3/4,4,9-9-9-4,9,9,9,4,0,0,2901,2469,2368,2342,0,0,10079,6,4,3.5,1.5,0,0,14,"HK$ 967,000",1-1/2,7.3,8.4,2.8,2.8,0,0
110431,2019-11-06,4,10,HV,TURF,GOOD,B,Class 4,1650,10058,2805,2501,2376,2376,0,0,C279,M L Yeung,T P Yung,120,7,H,47,-2,1143,+23,,4,+1,12/11/10,12,10-11-12-12,10,11,12,12,0,0,2913,2481,2388,2511,0,0,10293,6.75,5.5,6.25,14.75,0,0,25,"HK$ 967,000",14-3/4,99.0,99.0,21.0,36.0,0,0
110432,2019-11-06,4,11,HV,TURF,GOOD,B,Class 4,1650,10058,2805,2501,2376,2376,0,0,B006,K Teetan,K W Lui,119,6,B/TT,46,-1,1097,-6,1.39.77,6,+1,10/7/2/6/1/6,5,7-8-8-5,7,8,8,5,0,0,2869,2497,2364,2369,0,0,10099,4,3.75,3,2.5,0,0,151,"HK$ 967,000",2-1/2,7.7,8.5,2.7,2.7,0,0
110433,2019-11-06,4,12,HV,TURF,GOOD,B,Class 4,1650,10058,2805,2501,2376,2376,0,0,V341,A Badel,A S Cruz,116,5,V/TT,43,-2,1147,+2,1.40.28,7,*1,8/7/5/2/3/9,6,6-5-3-6,6,5,3,6,0,0,2865,2469,2360,2409,0,0,10103,3.75,1.75,0.75,2.75,0,0,21,"HK$ 967,000",2-3/4,9.9,11.0,2.6,3.4,0,0
110434,2019-11-06,5,1,HV,TURF,GOOD,B,Class 4,1800,10920,1371,2254,2363,2459,2473,0,C163,Z Purton,F C Lor,133,5,H,60,-2,1030,-22,1.49.85,5,1,8/3/9/10/9/6,7,4-5-5-4-7,4,5,5,4,7,0,1387,2322,2407,2395,2438,0,10949,1,5.25,8,4,1.75,0,21,"HK$ 967,000",1-3/4,6.2,7.7,2.7,2.3,0,0
110435,2019-11-06,5,2,HV,TURF,GOOD,B,Class 4,1800,10920,1371,2254,2363,2459,2473,0,A137,H N Wong,Y S Tsui,129,11,,56,-1,1111,+16,,7,1,5/5/2/5/9/4,5,2-1-1-1-5,2,1,1,1,5,0,1371,2254,2363,2459,2493,0,10940,SH,1.25,2,1,1.25,0,7,"HK$ 967,000",1-1/4,18.0,15.0,5.4,4.7,0,0
110436,2019-11-06,5,3,HV,TURF,GOOD,B,Class 4,1800,10920,1371,2254,2363,2459,2473,0,A333,K Teetan,C S Shum,128,1,B/TT,55,-1,1106,+4,1.49.75,6,+1,6/11/6/1/2/5,6,7-6-6-5-6,7,6,6,5,6,0,1411,2310,2403,2395,2427,0,10946,2.5,6,8.5,4.5,1.75,0,21,"HK$ 967,000",1-3/4,16.0,16.0,4.3,3.8,0,0
110437,2019-11-06,5,4,HV,TURF,GOOD,B,Class 4,1800,10920,1371,2254,2363,2459,2473,0,B373,M L Yeung,A S Cruz,125,7,H/TT,52,-1,1071,+6,,4,1,4/8/9,12,5-2-2-6-12,5,2,2,6,12,0,1387,2258,2375,2519,2700,0,11239,1,1.25,2,5.75,20,0,14,"HK$ 967,000",20,12.0,16.0,4.6,5.3,0,0
110438,2019-11-06,5,5,HV,TURF,GOOD,B,Class 4,1800,10920,1371,2254,2363,2459,2473,0,C319,T H So,L Ho,124,8,CP-/B2,51,-3,1202,+2,,4,1,10/14/14/12/13/13,11,8-12-12-12-11,8,12,12,12,11,0,1415,2390,2399,2423,2476,0,11103,2.75,11.25,13.5,11.25,11.5,0,7,"HK$ 967,000",11-1/2,99.0,99.0,24.0,23.0,0,0
110439,2019-11-06,5,6,HV,TURF,GOOD,B,Class 4,1800,10920,1371,2254,2363,2459,2473,0,B460,N Callan,C Fownes,123,3,H/P,50,-1,1131,+8,,4,1,3/5/7/10/3/1,4,3-4-4-3-4,3,4,4,3,4,0,1383,2306,2415,2391,2443,0,10938,0.75,4,7.25,3,1,0,21,"HK$ 967,000",1,9.9,6.2,2.2,2.3,0,0
110440,2019-11-06,5,7,HV,TURF,GOOD,B,Class 4,1800,10920,1371,2254,2363,2459,2473,0,A065,A Badel,D E Ferraris,123,9,,50,0,1053,-2,1.49.69,6,1,8/2/10/6/8/6,9,12-11-10-10-9,12,11,10,10,9,0,1459,2334,2387,2391,2403,0,10974,5.5,10.5,12,7.75,3.25,0,21,"HK$ 967,000",3-1/4,10.0,10.0,3.3,2.8,0,0
110441,2019-11-06,5,8,HV,TURF,GOOD,B,Class 4,1800,10920,1371,2254,2363,2459,2473,0,C085,K C Leung,P O'Sullivan,120,4,B,47,-2,1104,+8,,4,+1,10/10/9,10,6-7-7-7-10,6,7,7,7,10,0,1407,2330,2403,2403,2535,0,11078,2.25,7,9.5,6,9.75,0,28,"HK$ 967,000",9-3/4,99.0,99.0,23.0,32.0,0,0
110442,2019-11-06,5,9,HV,TURF,GOOD,B,Class 4,1800,10920,1371,2254,2363,2459,2473,0,B326,L Hewitson,F C Lor,119,12,TT,46,-1,1023,0,1.49.34,5,2,4/5/9/9/9/8,3,11-10-11-11-3,11,10,11,11,3,0,1455,2338,2391,2387,2367,0,10938,5.25,10.5,12.25,7.75,1,0,21,"HK$ 967,000",1,18.0,17.0,4.8,4.5,0,1
110443,2019-11-06,5,10,HV,TURF,GOOD,B,Class 4,1800,10920,1371,2254,2363,2459,2473,0,A118,J Moreira,C W Chang,118,2,H,45,+2,1096,-23,1.49.10,6,1,2/3/8/9/4/4,1,10-8-8-8-1,10,8,8,8,1,0,1435,2326,2395,2391,2373,0,10920,4,8.5,10.5,6.25,N,0,21,"HK$ 967,000",N,2.8,2.9,1.4,1.4,1,1
110444,2019-11-06,5,11,HV,TURF,GOOD,B,Class 4,1800,10920,1371,2254,2363,2459,2473,0,V039,C Y Ho,C H Yip,116,10,B2,43,0,1026,+19,1.49.35,7,1,3/5/12/8/10/8,8,9-9-9-9-8,9,9,9,9,8,0,1431,2334,2399,2387,2406,0,10957,3.75,8.75,11,6.5,2.25,0,21,"HK$ 967,000",2-1/4,8.6,12.0,2.5,3.5,0,0
110445,2019-11-06,5,12,HV,TURF,GOOD,B,Class 4,1800,10920,1371,2254,2363,2459,2473,0,B436,M Chadwick,K W Lui,114,6,H/XB,41,-1,1049,+9,,4,*1,4/3/6/9/2/6,2,1-3-3-2-2,1,3,3,2,2,0,1371,2278,2371,2443,2462,0,10925,SH,1.5,2,1,N,0,28,"HK$ 967,000",N,8.3,6.5,1.9,2.0,0,1
110446,2019-11-06,6,1,HV,TURF,GOOD,B,Class 4,1200,7014,2382,2312,2320,0,0,0,B013,Z Purton,K H Ting,133,1,TT,60,0,1034,+11,1.09.77,6,3,4/4/2/6/3/9,2,5-5-2,5,5,2,0,0,0,2426,2308,2289,0,0,0,7023,2.75,2.5,0.5,0,0,0,21,"HK$ 967,000",1/2,2.2,2.8,1.3,1.4,0,1
110447,2019-11-06,6,2,HV,TURF,GOOD,B,Class 4,1200,7014,2382,2312,2320,0,0,0,B185,C Y Ho,D J Hall,129,3,CP-,56,0,1089,+19,1.11.43,5,+2,3/2/4/5/5/1,11,11-11-11,11,11,11,0,0,0,2522,2288,2301,0,0,0,7111,8.75,7.25,6,0,0,0,157,"HK$ 967,000",6,9.6,12.0,2.3,3.1,0,0
110448,2019-11-06,6,3,HV,TURF,GOOD,B,Class 4,1200,7014,2382,2312,2320,0,0,0,C326,J Moreira,J Moore,128,12,B,55,+1,1135,+28,1.09.87,4,1,2/5/8/4/12/7,5,8-8-5,8,8,5,0,0,0,2474,2300,2278,0,0,0,7052,5.75,5,2.25,0,0,0,14,"HK$ 967,000",2-1/4,8.4,7.3,2.7,2.4,0,0
110449,2019-11-06,6,4,HV,TURF,GOOD,B,Class 4,1200,7014,2382,2312,2320,0,0,0,A294,A Badel,A T Millard,127,7,B-,54,-2,1204,+6,1.09.66,6,*1,9/4/6/6/3/8,9,9-9-9,9,9,9,0,0,0,2474,2300,2302,0,0,0,7076,5.75,5,3.75,0,0,0,25,"HK$ 967,000",3-3/4,8.2,4.9,2.5,1.6,0,0
110450,2019-11-06,6,5,HV,TURF,GOOD,B,Class 4,1200,7014,2382,2312,2320,0,0,0,C452,B Shinn,J Size,125,6,E1/TT1,52,,1074,,,4,1,,12,7-7-12,7,7,12,0,0,0,2446,2308,2396,0,0,0,7150,4,3.75,8.5,0,0,0,,"HK$ 967,000",8-1/2,37.0,29.0,8.1,8.3,0,0
110451,2019-11-06,6,6,HV,TURF,GOOD,B,Class 4,1200,7014,2382,2312,2320,0,0,0,C341,K Teetan,C H Yip,124,9,TT1,51,-1,1175,+1,,4,*2,10/5,3,2-2-3,2,2,3,0,0,0,2386,2312,2349,0,0,0,7047,N,N,2,0,0,0,36,"HK$ 967,000",2,17.0,12.0,4.7,4.5,0,1
110452,2019-11-06,6,7,HV,TURF,GOOD,B,Class 4,1200,7014,2382,2312,2320,0,0,0,B073,R Bayliss,Y S Tsui,123,8,B,50,-2,1167,+2,,6,+1,10/7/7/11/8/9,7,10-10-7,10,10,7,0,0,0,2498,2296,2281,0,0,0,7075,7.25,6.25,3.75,0,0,0,17,"HK$ 967,000",3-3/4,81.0,92.0,12.0,12.0,0,0
110453,2019-11-06,6,8,HV,TURF,GOOD,B,Class 4,1200,7014,2382,2312,2320,0,0,0,T256,H N Wong,C W Chang,119,10,B,46,-2,1103,-9,1.09.54,9,2,8/10/8/10/7/7,10,12-12-10,12,12,10,0,0,0,2534,2288,2275,0,0,0,7097,9.5,8,5.25,0,0,0,14,"HK$ 967,000",5-1/4,73.0,98.0,11.0,17.0,0,0
110454,2019-11-06,6,9,HV,TURF,GOOD,B,Class 4,1200,7014,2382,2312,2320,0,0,0,A121,M L Yeung,K L Man,118,2,,45,0,1100,+5,1.10.26,6,+1,7/1/7/3/4/5,8,6-6-8,6,6,8,0,0,0,2442,2304,2330,0,0,0,7076,3.75,3.25,3.75,0,0,0,21,"HK$ 967,000",3-3/4,6.2,6.0,1.7,1.9,0,0
110455,2019-11-06,6,10,HV,TURF,GOOD,B,Class 4,1200,7014,2382,2312,2320,0,0,0,C092,M F Poon,W Y So,118,5,TT,45,-2,1084,+7,,5,*2,11/9/8/8,6,1-1-6,1,1,6,0,0,0,2382,2312,2380,0,0,0,7074,N,N,3.75,0,0,0,36,"HK$ 967,000",3-3/4,57.0,66.0,9.2,14.0,0,0
110456,2019-11-06,6,11,HV,TURF,GOOD,B,Class 4,1200,7014,2382,2312,2320,0,0,0,C254,G van Niekerk,P F Yiu,117,11,,44,+1,1105,+1,1.10.22,4,+1,2/12/13/11/9,4,4-4-4,4,4,4,0,0,0,2414,2308,2330,0,0,0,7052,2,1.75,2.25,0,0,0,21,"HK$ 967,000",2-1/4,9.0,9.6,2.4,2.4,0,0
110457,2019-11-06,6,12,HV,TURF,GOOD,B,Class 4,1200,7014,2382,2312,2320,0,0,0,B468,K C Leung,T P Yung,116,4,H/TT,43,-8,1062,+7,1.10.89,5,1,14/12/11/11/9/11,1,3-3-1,3,3,1,0,0,0,2406,2312,2296,0,0,0,7014,1.5,1.5,0.5,0,0,0,115,"HK$ 967,000",1/2,58.0,56.0,10.0,12.0,1,1
110458,2019-11-06,7,1,HV,TURF,GOOD,B,Class 3,1650,9988,2807,2443,2379,2359,0,0,B261,K H Chan,J Moore,133,9,TT,78,0,1150,-2,1.38.91,5,+1,6/2/1/3/5/7,6,1-1-1-6,1,1,1,6,0,0,2807,2443,2379,2405,0,0,10034,1.5,1,0.75,3,0,0,21,"HK$ 1,450,000",3,9.3,4.6,2.1,1.5,0,0
110459,2019-11-06,7,2,HV,TURF,GOOD,B,Class 3,1650,9988,2807,2443,2379,2359,0,0,B085,K Teetan,C Fownes,132,7,XB,77,+2,1162,-4,1.40.09,5,1,3/1/7/6/2/10,4,2-3-3-4,2,3,3,4,0,0,2831,2443,2379,2375,0,0,10028,1.5,1.5,1.5,2.5,0,0,42,"HK$ 1,450,000",2-1/2,16.0,21.0,3.2,3.8,0,0
110460,2019-11-06,7,3,HV,TURF,GOOD,B,Class 3,1650,9988,2807,2443,2379,2359,0,0,C007,Z Purton,D J Hall,130,2,B/XB,75,+10,1190,+15,1.39.87,5,1,1/6/1/2/1/7,1,9-9-4-1,9,9,4,1,0,0,2951,2395,2315,2327,0,0,9988,9,6,2,0.75,0,0,21,"HK$ 1,450,000",3/4,1.5,1.7,1.0,1.2,1,1
110461,2019-11-06,7,4,HV,TURF,GOOD,B,Class 3,1650,9988,2807,2443,2379,2359,0,0,B463,N Callan,D E Ferraris,127,8,TT,72,0,1019,-2,,5,1,6/3/1/3/2/3,2,7-8-7-2,7,8,7,2,0,0,2915,2423,2351,2312,0,0,10001,6.75,5.5,3.75,0.75,0,0,17,"HK$ 1,450,000",3/4,11.0,11.0,2.6,2.4,0,1
110462,2019-11-06,7,5,HV,TURF,GOOD,B,Class 3,1650,9988,2807,2443,2379,2359,0,0,C116,T H So,L Ho,127,4,H/P,72,-2,1072,-4,,4,1,12/11/9/13/11/6,10,8-7-8-10,8,7,8,10,0,0,2919,2407,2363,2427,0,0,10116,7,4.75,3.75,8,0,0,21,"HK$ 1,450,000",8,65.0,99.0,10.0,16.0,0,0
110463,2019-11-06,7,6,HV,TURF,GOOD,B,Class 3,1650,9988,2807,2443,2379,2359,0,0,A224,J Moreira,J Size,125,1,,70,-1,1116,-6,1.39.15,6,1,3/8/10/7/4/9,8,5-6-9-8,5,6,9,8,0,0,2879,2439,2375,2382,0,0,10075,4.5,4.25,4,5.5,0,0,21,"HK$ 1,450,000",5-1/2,10.0,10.0,1.9,2.0,0,0
110464,2019-11-06,7,7,HV,TURF,GOOD,B,Class 3,1650,9988,2807,2443,2379,2359,0,0,B351,M L Yeung,A S Cruz,125,10,CP/TT,70,-2,1011,0,1.39.76,5,1,4/6/7/6/7/8,7,10-10-10-7,10,10,10,7,0,0,2975,2387,2347,2350,0,0,10059,10.5,7,5,4.5,0,0,25,"HK$ 1,450,000",4-1/2,20.0,21.0,3.4,4.2,0,0
110465,2019-11-06,7,8,HV,TURF,GOOD,B,Class 3,1650,9988,2807,2443,2379,2359,0,0,A168,H N Wong,C H Yip,124,3,P-/TT,69,-2,1093,-15,1.41.22,6,1,14/13/9/12/13/13,9,6-5-5-9,6,5,5,9,0,0,2891,2411,2359,2415,0,0,10076,5.25,3.25,2,5.5,0,0,10,"HK$ 1,450,000",5-1/2,79.0,51.0,12.0,10.0,0,0
110466,2019-11-06,7,9,HV,TURF,GOOD,B,Class 3,1650,9988,2807,2443,2379,2359,0,0,T369,M Chadwick,P O'Sullivan,118,5,B,63,0,1052,+7,1.39.43,7,+1,9/3/1/3/4/2,5,3-4-6-5,3,4,6,5,0,0,2855,2439,2375,2362,0,0,10031,3,2.75,2.5,2.75,0,0,21,"HK$ 1,450,000",2-3/4,19.0,25.0,3.7,4.4,0,0
110467,2019-11-06,7,10,HV,TURF,GOOD,B,Class 3,1650,9988,2807,2443,2379,2359,0,0,B238,H W Lai,Y S Tsui,115,6,B/SR1,60,-1,1115,-1,1.39.78,5,1,10/4/8/11/9/12,3,4-2-2-3,4,2,2,3,0,0,2859,2407,2375,2375,0,0,10015,3.25,1,0.75,1.75,0,0,10,"HK$ 1,450,000",1-3/4,12.0,14.0,3.2,2.7,0,1
110468,2019-11-06,8,1,HV,TURF,GOOD,B,Class 3,1000,5696,1265,2150,2281,0,0,0,B216,B Shinn,C S Shum,130,9,TT,74,-3,1157,+12,0.57.09,6,+1,9/8/11/6/10/4,4,4-6-4,4,6,4,0,0,0,1277,2194,2280,0,0,0,5751,0.75,3.5,3.5,0,0,0,17,"HK$ 1,450,000",3-1/2,20.0,12.0,7.8,2.8,0,0
110469,2019-11-06,8,2,HV,TURF,GOOD,B,Class 3,1000,5696,1265,2150,2281,0,0,0,C218,Z Purton,F C Lor,128,4,B,72,+2,1052,+20,0.56.97,4,+1,2/9/3/6/2/8,6,2-1-6,2,1,6,0,0,0,1269,2146,2343,0,0,0,5758,N,0.5,4,0,0,0,42,"HK$ 1,450,000",4,3.0,3.3,1.5,1.5,0,0
110470,2019-11-06,8,3,HV,TURF,GOOD,B,Class 3,1000,5696,1265,2150,2281,0,0,0,C508,M F Poon,L Ho,128,6,,72,0,1175,+25,0.57.47,4,+1,4,5,6-4-5,6,4,5,0,0,0,1285,2158,2308,0,0,0,5751,1.25,1.75,3.5,0,0,0,28,"HK$ 1,450,000",3-1/2,13.0,7.2,2.3,2.7,0,0
110471,2019-11-06,8,4,HV,TURF,GOOD,B,Class 3,1000,5696,1265,2150,2281,0,0,0,C010,J Moreira,J Size,127,11,,71,+3,1087,+3,0.57.06,4,+1,2/7/5/5/4/7,8,7-8-8,7,8,8,0,0,0,1289,2194,2298,0,0,0,5781,1.5,4.25,5.25,0,0,0,28,"HK$ 1,450,000",5-1/4,6.1,6.4,2.3,2.1,0,0
110472,2019-11-06,8,5,HV,TURF,GOOD,B,Class 3,1000,5696,1265,2150,2281,0,0,0,C523,K Teetan,A S Cruz,126,2,CP1/TT1,70,,1286,,,3,+1,,7,8-7-7,8,7,7,0,0,0,1301,2178,2295,0,0,0,5774,2.25,4,4.75,0,0,0,,"HK$ 1,450,000",4-3/4,15.0,16.0,4.8,4.2,0,0
110473,2019-11-06,8,6,HV,TURF,GOOD,B,Class 3,1000,5696,1265,2150,2281,0,0,0,A373,M L Yeung,T P Yung,126,1,B,70,0,1119,+11,0.57.99,6,+1,11/5/7/6/7/11,10,3-3-10,3,3,10,0,0,0,1269,2166,2356,0,0,0,5791,N,1.25,6,0,0,0,122,"HK$ 1,450,000",6,9.1,13.0,2.3,4.2,0,0
