index,rdate,rid,hid,class,distance,jname,tname,exweight,bardraw,rating,horseweight,rank,finishm,win_t5,place_t5,ind_win,ind_pla,velocity,straight,width,humidity
110396,2019-10-16,1,11,31.560311284046694,1800,8.331827004436057,8.27893600229198,113.0,11.0,17.0,1093.0,2,11033.0,28.0,6.5,0,1,1631.4692286776035,334,22.5,3.0
110397,2019-10-16,2,1,51.20929941722318,1000,8.703008637464448,7.820037989458753,133.0,6.0,60.0,1169.0,6,5764.0,1.9,1.1,0,0,1734.9063150589868,334,22.5,3.0
110398,2019-10-16,2,2,51.20929941722318,1000,8.046869510959576,8.724207360800564,130.0,9.0,57.0,1050.0,9,5788.0,12.0,3.0,0,0,1727.7125086385624,334,22.5,3.0
110399,2019-10-16,2,3,51.20929941722318,1000,8.478244441277663,8.491875383431948,128.0,3.0,55.0,1091.0,8,5783.0,35.0,6.8,0,0,1729.2062943109113,334,22.5,3.0
110400,2019-10-16,2,4,51.20929941722318,1000,6.655440350367647,8.744647438317532,127.0,1.0,54.0,1033.0,10,5817.0,11.0,2.7,0,0,1719.0991920233798,334,22.5,3.0
110401,2019-10-16,2,5,51.20929941722318,1000,8.384347278082808,8.356789669923213,125.0,4.0,52.0,1154.0,11,5824.0,74.0,14.0,0,0,1717.032967032967,334,22.5,3.0
110402,2019-10-16,2,6,51.20929941722318,1000,8.035602692918582,8.337109129562474,123.0,12.0,50.0,1206.0,5,5755.0,14.0,4.2,0,0,1737.619461337967,334,22.5,3.0
110403,2019-10-16,2,7,51.20929941722318,1000,5.111987788356544,8.606302366488013,121.0,7.0,48.0,1036.0,1,5718.0,14.0,3.7,1,1,1748.8632388947185,334,22.5,3.0
110404,2019-10-16,2,8,51.20929941722318,1000,0.0,8.454466361507933,121.0,8.0,48.0,1026.0,12,5830.0,62.0,14.0,0,0,1715.2658662092624,334,22.5,3.0
110405,2019-10-16,2,9,51.20929941722318,1000,8.335431477880796,8.262300941787448,118.0,5.0,45.0,1193.0,2,5726.0,9.2,2.5,0,1,1746.4198393293748,334,22.5,3.0
110406,2019-10-16,2,10,51.20929941722318,1000,8.227375506834035,8.297294370266917,115.0,10.0,42.0,1047.0,4,5741.0,17.0,4.3,0,0,1741.8568193694477,334,22.5,3.0
110407,2019-10-16,2,11,51.20929941722318,1000,6.63200177739563,8.507142855562735,115.0,11.0,42.0,1116.0,3,5733.0,62.0,14.0,0,1,1744.287458573173,334,22.5,3.0
110408,2019-10-16,2,12,51.20929941722318,1000,7.259116128097101,7.889084407035514,115.0,2.0,42.0,1154.0,7,5779.0,6.5,1.9,0,0,1730.4031839418585,334,22.5,3.0
110409,2019-10-16,3,1,51.20929941722318,1650,8.00836557031292,8.744647438317532,132.0,4.0,58.0,1174.0,6,10082.0,33.0,7.9,0,0,1636.5800436421346,334,22.5,3.0
110410,2019-10-16,3,2,51.20929941722318,1650,7.384610383176974,7.889084407035514,131.0,5.0,57.0,1064.0,7,10090.0,14.0,5.1,0,0,1635.2824578790883,334,22.5,3.0
110411,2019-10-16,3,3,51.20929941722318,1650,6.091309882077698,8.454466361507933,130.0,2.0,56.0,1136.0,2,10063.0,8.0,2.0,0,1,1639.6700785054159,334,22.5,3.0
110412,2019-10-16,3,4,51.20929941722318,1650,7.9865049385539955,7.889084407035514,129.0,8.0,55.0,1082.0,11,10113.0,9.0,2.8,0,0,1631.5633343221596,334,22.5,3.0
110413,2019-10-16,3,5,51.20929941722318,1650,0.0,8.454466361507933,125.0,11.0,51.0,1067.0,10,10110.0,40.0,11.0,0,0,1632.047477744807,334,22.5,3.0
110414,2019-10-16,3,6,51.20929941722318,1650,8.703008637464448,8.735364401103888,125.0,10.0,51.0,1123.0,3,10065.0,5.3,2.3,0,1,1639.344262295082,334,22.5,3.0
110415,2019-10-16,3,7,51.20929941722318,1650,8.478244441277663,7.820037989458753,122.0,3.0,48.0,956.0,12,10155.0,38.0,9.5,0,0,1624.8153618906942,334,22.5,3.0
110416,2019-10-16,3,8,51.20929941722318,1650,6.63200177739563,8.744647438317532,121.0,6.0,47.0,1059.0,5,10071.0,15.0,5.5,0,0,1638.3675901102174,334,22.5,3.0
110417,2019-10-16,3,9,51.20929941722318,1650,8.227375506834035,8.740016691519521,119.0,12.0,45.0,1145.0,8,10093.0,15.0,4.9,0,0,1634.7963935400774,334,22.5,3.0
110418,2019-10-16,3,10,51.20929941722318,1650,6.655440350367647,8.724207360800564,118.0,1.0,44.0,1029.0,9,10107.0,7.3,2.3,0,0,1632.531908578213,334,22.5,3.0
110419,2019-10-16,3,11,51.20929941722318,1650,8.035602692918582,8.337109129562474,116.0,7.0,42.0,1182.0,1,10028.0,13.0,3.9,1,1,1645.392899880335,334,22.5,3.0
110420,2019-10-16,3,12,51.20929941722318,1650,8.046869510959576,8.297294370266917,115.0,9.0,41.0,1154.0,3,10065.0,3.3,1.3,0,1,1639.344262295082,334,22.5,3.0
110421,2019-10-16,4,1,51.20929941722318,1800,1.6094379124341003,8.417372856134026,133.0,3.0,56.0,1102.0,6,10983.0,27.0,7.4,0,0,1638.8964763725758,334,22.5,3.0
110422,2019-10-16,4,2,51.20929941722318,1800,8.035602692918582,8.740016691519521,131.0,7.0,54.0,1117.0,9,11024.0,5.5,2.5,0,0,1632.801161103048,334,22.5,3.0
110423,2019-10-16,4,3,51.20929941722318,1800,8.703008637464448,8.735364401103888,130.0,10.0,53.0,1163.0,11,11280.0,3.7,1.9,0,0,1595.7446808510638,334,22.5,3.0
110424,2019-10-16,4,4,51.20929941722318,1800,7.384610383176974,8.454466361507933,127.0,5.0,50.0,1055.0,8,11007.0,6.0,2.0,0,0,1635.3229762878168,334,22.5,3.0
110425,2019-10-16,4,5,51.20929941722318,1800,8.046869510959576,8.507142855562735,126.0,11.0,49.0,1125.0,1,10905.0,8.6,2.9,1,1,1650.6189821182943,334,22.5,3.0
110426,2019-10-16,4,6,51.20929941722318,1800,0.0,6.327936783729195,124.0,2.0,47.0,1023.0,4,10947.0,9.6,3.1,0,0,1644.2861057824061,334,22.5,3.0
110427,2019-10-16,4,7,51.20929941722318,1800,7.239214973779806,8.744647438317532,122.0,4.0,45.0,1078.0,10,11158.0,59.0,13.0,0,0,1613.1923283742606,334,22.5,3.0
110428,2019-10-16,4,8,51.20929941722318,1800,7.259116128097101,8.27893600229198,120.0,9.0,43.0,1119.0,2,10910.0,13.0,2.6,0,1,1649.8625114573786,334,22.5,3.0
110429,2019-10-16,4,9,51.20929941722318,1800,8.227375506834035,8.744647438317532,120.0,8.0,43.0,1007.0,3,10935.0,14.0,4.9,0,1,1646.0905349794239,334,22.5,3.0
110430,2019-10-16,4,10,51.20929941722318,1800,0.0,8.27893600229198,120.0,1.0,43.0,1072.0,5,10958.0,7.3,1.8,0,0,1642.635517430188,334,22.5,3.0
110431,2019-10-16,4,11,51.20929941722318,1800,8.00836557031292,8.297294370266917,118.0,6.0,41.0,1138.0,7,11006.0,21.0,4.4,0,0,1635.4715609667453,334,22.5,3.0
110432,2019-10-16,5,1,69.93396499768197,1800,0.0,8.337109129562474,130.0,10.0,74.0,1041.0,5,10971.0,45.0,9.4,0,0,1640.6890894175554,334,22.5,3.0
110433,2019-10-16,5,2,69.93396499768197,1800,8.703008637464448,8.606302366488013,129.0,4.0,73.0,1118.0,6,10977.0,3.5,1.7,0,0,1639.792292976223,334,22.5,3.0
110434,2019-10-16,5,3,69.93396499768197,1800,5.111987788356544,8.606302366488013,128.0,6.0,72.0,1254.0,4,10964.0,8.1,2.6,0,0,1641.7365924844946,334,22.5,3.0
110435,2019-10-16,5,4,69.93396499768197,1800,8.046869510959576,8.454466361507933,126.0,1.0,70.0,1027.0,7,10983.0,3.3,1.4,0,0,1638.8964763725758,334,22.5,3.0
110436,2019-10-16,5,5,69.93396499768197,1800,0.0,8.735364401103888,121.0,12.0,65.0,1124.0,10,11000.0,15.0,4.6,0,0,1636.3636363636363,334,22.5,3.0
110437,2019-10-16,5,6,69.93396499768197,1800,1.6094379124341003,8.558718938244736,124.0,11.0,68.0,980.0,11,11063.0,54.0,12.0,0,0,1627.0451053059749,334,22.5,3.0
110438,2019-10-16,5,7,69.93396499768197,1800,8.00836557031292,8.262300941787448,123.0,2.0,67.0,1056.0,3,10964.0,36.0,7.1,0,1,1641.7365924844946,334,22.5,3.0
110439,2019-10-16,5,8,69.93396499768197,1800,7.9865049385539955,8.417372856134026,121.0,7.0,65.0,1045.0,1,10946.0,22.0,5.3,1,1,1644.4363237712407,334,22.5,3.0
110440,2019-10-16,5,9,69.93396499768197,1800,8.227375506834035,8.744647438317532,119.0,3.0,63.0,1168.0,2,10957.0,9.1,2.2,0,1,1642.785433969152,334,22.5,3.0
110441,2019-10-16,5,10,69.93396499768197,1800,0.0,8.454466361507933,118.0,8.0,62.0,1098.0,12,11192.0,97.0,17.0,0,0,1608.2916368834883,334,22.5,3.0
110442,2019-10-16,5,11,69.93396499768197,1800,0.0,6.327936783729195,118.0,5.0,62.0,1052.0,8,10985.0,9.9,2.3,0,0,1638.5980883022303,334,22.5,3.0
110443,2019-10-16,5,12,69.93396499768197,1800,8.035602692918582,8.735364401103888,118.0,9.0,62.0,1062.0,9,10989.0,9.0,2.9,0,0,1638.001638001638,334,22.5,3.0
110444,2019-10-16,6,1,51.20929941722318,1200,8.703008637464448,4.77912349311153,133.0,9.0,60.0,1023.0,4,7025.0,4.2,2.2,0,0,1708.1850533807828,334,22.5,3.0
110445,2019-10-16,6,2,51.20929941722318,1200,8.046869510959576,8.27893600229198,131.0,12.0,58.0,1152.0,5,7026.0,6.7,2.9,0,0,1707.9419299743809,334,22.5,3.0
110446,2019-10-16,6,3,51.20929941722318,1200,7.9865049385539955,8.606302366488013,129.0,11.0,56.0,1104.0,1,7010.0,18.0,7.2,1,1,1711.8402282453637,334,22.5,3.0
110447,2019-10-16,6,4,51.20929941722318,1200,1.6094379124341003,8.744647438317532,125.0,8.0,52.0,1109.0,12,7088.0,9.7,2.3,0,0,1693.002257336343,334,22.5,3.0
110448,2019-10-16,6,5,51.20929941722318,1200,8.227375506834035,7.820037989458753,122.0,5.0,49.0,1177.0,8,7039.0,19.0,4.9,0,0,1704.787611876687,334,22.5,3.0
110449,2019-10-16,6,6,51.20929941722318,1200,0.0,8.724207360800564,122.0,6.0,49.0,1155.0,11,7081.0,37.0,9.7,0,0,1694.6758932354187,334,22.5,3.0
110450,2019-10-16,6,7,51.20929941722318,1200,6.63200177739563,8.417372856134026,122.0,7.0,49.0,1101.0,10,7062.0,9.5,3.3,0,0,1699.2353440951572,334,22.5,3.0
110451,2019-10-16,6,8,51.20929941722318,1200,7.239214973779806,8.558718938244736,121.0,1.0,48.0,1100.0,6,7030.0,23.0,5.2,0,0,1706.9701280227596,334,22.5,3.0
110452,2019-10-16,6,9,51.20929941722318,1200,8.035602692918582,8.337109129562474,119.0,4.0,46.0,1042.0,3,7023.0,5.8,2.2,0,1,1708.6715079026058,334,22.5,3.0
110453,2019-10-16,6,10,51.20929941722318,1200,0.0,8.735364401103888,119.0,3.0,46.0,1099.0,9,7045.0,10.0,3.1,0,0,1703.3356990773598,334,22.5,3.0
110454,2019-10-16,6,11,51.20929941722318,1200,8.335431477880796,8.491875383431948,118.0,10.0,45.0,1095.0,7,7032.0,12.0,2.5,0,0,1706.4846416382252,334,22.5,3.0
110455,2019-10-16,6,12,51.20929941722318,1200,5.111987788356544,8.507142855562735,116.0,2.0,43.0,1104.0,2,7022.0,10.0,3.1,0,1,1708.914839077186,334,22.5,3.0
110456,2019-10-16,7,1,69.93396499768197,1200,8.046869510959576,8.735364401103888,117.0,10.0,63.0,1142.0,2,6967.0,3.9,1.8,0,1,1722.4056265250467,334,22.5,3.0
110457,2019-10-16,7,2,69.93396499768197,1200,8.703008637464448,8.606302366488013,132.0,7.0,78.0,1152.0,6,7003.0,3.6,1.7,0,0,1713.551335142082,334,22.5,3.0
110458,2019-10-16,7,3,69.93396499768197,1200,0.0,6.327936783729195,129.0,2.0,75.0,1021.0,9,7029.0,16.0,4.2,0,0,1707.2129748186087,334,22.5,3.0
110459,2019-10-16,7,4,69.93396499768197,1200,1.6094379124341003,8.417372856134026,129.0,3.0,75.0,1029.0,8,7016.0,8.3,2.3,0,0,1710.376282782212,334,22.5,3.0
110460,2019-10-16,7,5,69.93396499768197,1200,8.00836557031292,8.356789669923213,128.0,8.0,74.0,1076.0,12,7092.0,82.0,14.0,0,0,1692.047377326565,334,22.5,3.0
110461,2019-10-16,7,6,69.93396499768197,1200,0.0,8.363575702750637,125.0,12.0,71.0,1176.0,11,7086.0,96.0,27.0,0,0,1693.480101608806,334,22.5,3.0
110462,2019-10-16,7,7,69.93396499768197,1200,6.655440350367647,8.744647438317532,125.0,6.0,71.0,1077.0,7,7009.0,19.0,4.4,0,0,1712.0844628334999,334,22.5,3.0
110463,2019-10-16,7,8,69.93396499768197,1200,8.227375506834035,8.491875383431948,123.0,5.0,69.0,1039.0,3,6976.0,6.8,2.2,0,1,1720.1834862385322,334,22.5,3.0
110464,2019-10-16,7,9,69.93396499768197,1200,8.478244441277663,4.77912349311153,120.0,11.0,66.0,1014.0,10,7047.0,20.0,4.7,0,0,1702.8522775649212,334,22.5,3.0
110465,2019-10-16,7,10,69.93396499768197,1200,7.259116128097101,7.820037989458753,119.0,9.0,65.0,1088.0,4,6990.0,21.0,5.7,0,0,1716.7381974248926,334,22.5,3.0
110466,2019-10-16,7,11,69.93396499768197,1200,7.239214973779806,7.889084407035514,117.0,4.0,63.0,1071.0,5,6998.0,22.0,4.8,0,0,1714.7756501857673,334,22.5,3.0
110467,2019-10-16,7,12,69.93396499768197,1200,8.035602692918582,8.558718938244736,117.0,1.0,63.0,1139.0,1,6956.0,7.0,2.0,1,1,1725.1293847038528,334,22.5,3.0
110468,2019-10-16,8,1,69.93396499768197,1650,0.0,0.0,122.61638888121101,4.0,69.93396499768197,1106.368874062333,0,100000.0,9.0,2.4,0,0,165.0,334,22.5,3.0
110469,2019-10-16,8,2,69.93396499768197,1650,0.0,0.0,122.61638888121101,4.0,69.93396499768197,1106.368874062333,0,100000.0,24.0,6.2,0,0,165.0,334,22.5,3.0
110470,2019-10-16,8,3,69.93396499768197,1650,7.9865049385539955,8.606302366488013,127.0,7.0,72.0,1076.0,10,10327.0,4.7,2.8,0,0,1597.7534617991673,334,22.5,3.0
110471,2019-10-16,8,4,69.93396499768197,1650,0.0,8.558718938244736,126.0,3.0,71.0,1122.0,3,10050.0,29.0,7.0,0,1,1641.7910447761194,334,22.5,3.0
110472,2019-10-16,8,5,69.93396499768197,1650,8.384347278082808,8.356789669923213,125.0,12.0,70.0,1046.0,4,10059.0,87.0,17.0,0,0,1640.3220996122875,334,22.5,3.0
110473,2019-10-16,8,6,69.93396499768197,1650,5.111987788356544,6.327936783729195,121.0,8.0,66.0,1165.0,7,10089.0,9.7,2.4,0,0,1635.4445435622956,334,22.5,3.0
110474,2019-10-16,8,7,69.93396499768197,1650,8.703008637464448,8.297294370266917,120.0,5.0,65.0,1175.0,1,9986.0,2.5,1.5,1,1,1652.3132385339475,334,22.5,3.0
110475,2019-10-16,8,8,69.93396499768197,1650,7.259116128097101,7.889084407035514,119.0,11.0,64.0,1076.0,5,10061.0,14.0,3.8,0,0,1639.9960242520624,334,22.5,3.0
110476,2019-10-16,8,9,69.93396499768197,1650,8.227375506834035,8.363575702750637,119.0,10.0,64.0,1106.0,2,10040.0,10.0,2.5,0,1,1643.4262948207172,334,22.5,3.0
110477,2019-10-16,8,10,69.93396499768197,1650,8.335431477880796,8.262300941787448,118.0,2.0,63.0,1045.0,9,10149.0,14.0,2.2,0,0,1625.77593851611,334,22.5,3.0
110478,2019-10-16,8,11,69.93396499768197,1650,8.331827004436057,4.77912349311153,118.0,6.0,63.0,1116.0,6,10063.0,35.0,6.7,0,0,1639.6700785054159,334,22.5,3.0
110479,2019-10-16,8,12,69.93396499768197,1650,7.239214973779806,8.724207360800564,118.0,4.0,63.0,1170.0,8,10093.0,23.0,5.7,0,0,1634.7963935400774,334,22.5,3.0
110480,2019-10-20,1,1,31.560311284046694,1400,8.046869510959576,6.327936783729195,129.0,7.0,40.0,1122.0,4,8233.0,5.1,1.9,0,0,1700.4737033888011,430,30.5,3.0
110481,2019-10-20,1,2,31.560311284046694,1400,8.227375506834035,8.417372856134026,123.0,4.0,34.0,1057.0,11,8317.0,35.0,8.5,0,0,1683.2992665624624,430,30.5,3.0
110482,2019-10-20,1,3,31.560311284046694,1400,8.331827004436057,7.628517626575055,129.0,13.0,40.0,1215.0,10,8304.0,13.0,3.9,0,0,1685.9344894026974,430,30.5,3.0
110483,2019-10-20,1,4,31.560311284046694,1400,1.6094379124341003,7.889084407035514,129.0,5.0,40.0,1128.0,6,8242.0,10.0,2.9,0,0,1698.6168405726764,430,30.5,3.0
110484,2019-10-20,1,5,31.560311284046694,1400,7.259116128097101,8.491875383431948,128.0,3.0,39.0,1152.0,3,8207.0,25.0,6.5,0,1,1705.8608504934812,430,30.5,3.0
110485,2019-10-20,1,6,31.560311284046694,1400,8.335431477880796,0.0,128.0,12.0,39.0,1074.0,8,8257.0,11.0,3.7,0,0,1695.5310645512898,430,30.5,3.0
110486,2019-10-20,1,7,31.560311284046694,1400,6.63200177739563,7.820037989458753,128.0,6.0,39.0,1114.0,14,8435.0,94.0,21.0,0,0,1659.7510373443984,430,30.5,3.0
110487,2019-10-20,1,8,31.560311284046694,1400,8.035602692918582,8.740016691519521,128.0,14.0,39.0,1270.0,13,8375.0,14.0,5.4,0,0,1671.641791044776,430,30.5,3.0
110488,2019-10-20,1,9,31.560311284046694,1400,7.384610383176974,8.454466361507933,127.0,11.0,38.0,1086.0,1,8187.0,9.4,3.7,1,1,1710.028093318676,430,30.5,3.0
110489,2019-10-20,1,10,31.560311284046694,1400,5.111987788356544,8.27893600229198,126.0,10.0,37.0,1176.0,9,8280.0,17.0,4.6,0,0,1690.8212560386473,430,30.5,3.0
110490,2019-10-20,1,11,31.560311284046694,1400,7.9865049385539955,8.297294370266917,125.0,9.0,36.0,1155.0,5,8239.0,7.3,2.1,0,0,1699.2353440951572,430,30.5,3.0
110491,2019-10-20,1,12,31.560311284046694,1400,0.0,8.735364401103888,123.0,8.0,34.0,1174.0,7,8246.0,19.0,6.0,0,0,1697.792869269949,430,30.5,3.0
110492,2019-10-20,1,13,31.560311284046694,1400,8.00836557031292,8.356789669923213,119.0,2.0,30.0,1140.0,12,8350.0,48.0,9.1,0,0,1676.6467065868264,430,30.5,3.0
110493,2019-10-20,1,14,31.560311284046694,1400,8.703008637464448,8.744647438317532,120.0,1.0,29.0,1018.0,2,8194.0,4.1,1.9,0,1,1708.567244325116,430,30.5,3.0
110494,2019-10-20,2,1,51.20929941722318,1200,0.0,0.0,133.0,2.0,60.0,1049.0,1,6846.0,4.5,1.7,1,1,1752.8483786152499,430,30.5,2.75
110495,2019-10-20,2,2,51.20929941722318,1200,8.227375506834035,8.363575702750637,133.0,3.0,60.0,1085.0,5,6894.0,5.9,1.9,0,0,1740.644038294169,430,30.5,2.75
110496,2019-10-20,2,3,51.20929941722318,1200,1.6094379124341003,8.297294370266917,131.0,1.0,58.0,1104.0,2,6859.0,5.0,1.7,0,1,1749.526169995626,430,30.5,2.75
110497,2019-10-20,2,4,51.20929941722318,1200,6.655440350367647,8.356789669923213,130.0,7.0,57.0,1063.0,10,6977.0,44.0,9.2,0,0,1719.936935645693,430,30.5,2.75
110498,2019-10-20,2,5,51.20929941722318,1200,8.703008637464448,8.262300941787448,126.0,9.0,53.0,1112.0,7,6950.0,6.8,2.6,0,0,1726.6187050359713,430,30.5,2.75
110499,2019-10-20,2,6,51.20929941722318,1200,8.046869510959576,4.77912349311153,126.0,14.0,53.0,1169.0,6,6934.0,5.5,2.1,0,0,1730.6028266512835,430,30.5,2.75
110500,2019-10-20,2,7,51.20929941722318,1200,6.091309882077698,8.507142855562735,125.0,8.0,52.0,967.0,11,6983.0,74.0,13.0,0,0,1718.4591149935559,430,30.5,2.75
110501,2019-10-20,2,8,51.20929941722318,1200,0.0,8.724207360800564,125.0,6.0,52.0,1133.0,13,7112.0,64.0,22.0,0,0,1687.289088863892,430,30.5,2.75
110502,2019-10-20,2,9,51.20929941722318,1200,7.384610383176974,8.558718938244736,125.0,4.0,52.0,1027.0,3,6886.0,9.5,3.6,0,1,1742.6662794074934,430,30.5,2.75
110503,2019-10-20,2,10,51.20929941722318,1200,8.331827004436057,7.628517626575055,125.0,13.0,52.0,1024.0,8,6968.0,99.0,34.0,0,0,1722.158438576349,430,30.5,2.75
110504,2019-10-20,2,11,51.20929941722318,1200,6.63200177739563,8.337109129562474,123.0,12.0,50.0,1215.0,14,7556.0,28.0,6.3,0,0,1588.1418740074114,430,30.5,2.75
110505,2019-10-20,2,12,51.20929941722318,1200,7.9865049385539955,8.27893600229198,123.0,10.0,50.0,1062.0,12,7092.0,99.0,31.0,0,0,1692.047377326565,430,30.5,2.75
110506,2019-10-20,2,13,51.20929941722318,1200,8.035602692918582,7.820037989458753,119.0,11.0,46.0,1129.0,4,6891.0,13.0,3.4,0,0,1741.40182847192,430,30.5,2.75
110507,2019-10-20,2,14,51.20929941722318,1200,8.00836557031292,8.735364401103888,113.0,5.0,40.0,1078.0,9,6971.0,49.0,11.0,0,0,1721.4173002438674,430,30.5,2.75
110508,2019-10-20,3,1,114.21024258760107,1200,1.6094379124341003,8.558718938244736,133.0,5.0,124.0,1082.0,8,6964.0,20.0,3.7,0,0,1723.1476163124642,430,30.5,2.75
110509,2019-10-20,3,2,114.21024258760107,1200,7.259116128097101,7.889084407035514,132.0,8.0,123.0,1145.0,4,6894.0,9.2,2.2,0,0,1740.644038294169,430,30.5,2.75
110510,2019-10-20,3,3,114.21024258760107,1200,8.703008637464448,8.262300941787448,131.0,4.0,122.0,1205.0,5,6911.0,4.3,1.8,0,0,1736.3623209376356,430,30.5,2.75
110511,2019-10-20,3,4,114.21024258760107,1200,8.227375506834035,7.889084407035514,127.0,2.0,118.0,1191.0,3,6886.0,11.0,2.0,0,1,1742.6662794074934,430,30.5,2.75
110512,2019-10-20,3,5,114.21024258760107,1200,5.111987788356544,8.417372856134026,125.0,7.0,116.0,1045.0,1,6883.0,11.0,2.1,1,1,1743.4258317594072,430,30.5,2.75
110513,2019-10-20,3,6,114.21024258760107,1200,8.046869510959576,8.558718938244736,120.0,3.0,111.0,1164.0,2,6885.0,1.8,1.1,0,1,1742.9193899782135,430,30.5,2.75
110514,2019-10-20,3,7,114.21024258760107,1200,8.035602692918582,8.606302366488013,116.0,6.0,107.0,1244.0,6,6933.0,18.0,3.5,0,0,1730.8524448290784,430,30.5,2.75
110515,2019-10-20,3,8,114.21024258760107,1200,8.335431477880796,8.558718938244736,113.0,1.0,104.0,1011.0,7,6951.0,34.0,4.7,0,0,1726.3703064307294,430,30.5,2.75
110516,2019-10-20,4,1,69.93396499768197,1000,8.035602692918582,8.740016691519521,133.0,4.0,80.0,1092.0,8,5648.0,34.0,6.6,0,0,1770.5382436260622,430,30.5,2.75
110517,2019-10-20,4,2,69.93396499768197,1000,8.227375506834035,8.417372856134026,130.0,3.0,77.0,1145.0,9,5667.0,24.0,5.3,0,0,1764.602082230457,430,30.5,2.75
110518,2019-10-20,4,3,69.93396499768197,1000,7.9865049385539955,8.606302366488013,128.0,5.0,75.0,1190.0,13,5758.0,54.0,11.0,0,0,1736.714136853074,430,30.5,2.75
110519,2019-10-20,4,4,69.93396499768197,1000,0.0,8.297294370266917,128.0,6.0,75.0,1128.0,1,5547.0,25.0,3.9,1,1,1802.776275464215,430,30.5,2.75
110520,2019-10-20,4,5,69.93396499768197,1000,8.703008637464448,7.820037989458753,125.0,10.0,72.0,1184.0,6,5639.0,1.5,1.1,0,0,1773.3640716439086,430,30.5,2.75
110521,2019-10-20,4,6,69.93396499768197,1000,0.0,8.363575702750637,124.0,13.0,71.0,1081.0,3,5587.0,8.7,2.5,0,1,1789.8693395382138,430,30.5,2.75
110522,2019-10-20,4,7,69.93396499768197,1000,8.478244441277663,7.628517626575055,122.0,11.0,69.0,1230.0,5,5604.0,12.0,2.1,0,0,1784.4396859386152,430,30.5,2.75
110523,2019-10-20,4,8,69.93396499768197,1000,8.331827004436057,7.628517626575055,117.0,1.0,64.0,1114.0,7,5642.0,78.0,9.4,0,0,1772.421127259837,430,30.5,2.75
110524,2019-10-20,4,9,69.93396499768197,1000,0.0,8.454466361507933,117.0,9.0,64.0,1321.0,11,5723.0,59.0,13.0,0,0,1747.3353136466887,430,30.5,2.75
110525,2019-10-20,4,10,69.93396499768197,1000,8.046869510959576,8.337109129562474,116.0,7.0,63.0,1127.0,2,5554.0,8.2,1.9,0,1,1800.5041411595246,430,30.5,2.75
110526,2019-10-20,4,11,69.93396499768197,1000,5.111987788356544,8.507142855562735,116.0,8.0,63.0,1150.0,4,5597.0,21.0,3.3,0,0,1786.6714311238163,430,30.5,2.75
110527,2019-10-20,4,12,69.93396499768197,1000,8.335431477880796,8.491875383431948,115.0,2.0,62.0,1030.0,10,5690.0,39.0,5.9,0,0,1757.469244288225,430,30.5,2.75
110528,2019-10-20,4,13,69.93396499768197,1000,8.00836557031292,8.356789669923213,114.0,12.0,61.0,1255.0,12,5735.0,99.0,24.0,0,0,1743.6791630340017,430,30.5,2.75
110529,2019-10-20,5,1,51.20929941722318,1600,7.9865049385539955,8.735364401103888,133.0,9.0,59.0,1275.0,12,9547.0,76.0,18.0,0,0,1675.9191369016446,430,30.5,2.75
110530,2019-10-20,5,2,51.20929941722318,1600,8.227375506834035,8.297294370266917,132.0,3.0,58.0,1117.0,6,9479.0,12.0,3.4,0,0,1687.9417660090726,430,30.5,2.75
