index,rdate,rid,hid,venue,track,going,course,class,distance,rfinishm,rm1,rm2,rm3,rm4,rm5,rm6,horsenum,jname,tname,exweight,bardraw,gear,rating,ratechg,horseweight,horseweightchg,besttime,age,priority,lastsix,rank,runpos,p1,p2,p3,p4,p5,p6,m1,m2,m3,m4,m5,m6,finishm,d1,d2,d3,d4,d5,d6,datediff,pricemoney,windist,win_t5,win,place_t5,place,ind_win,ind_pla
110406,2019-10-30,2,12,HV,TURF,GOOD,A,Class 4,1000,5688,1243,2142,2303,0,0,0,B263,G van Niekerk,D J Hall,116,8,,42,0,1052,+5,0.56.97,4,1,4/9/7/2/5/9,6,12-12-6,12,12,6,0,0,0,1331,2190,2236,0,0,0,5757,5.5,8.5,4.25,0.0,0,0.0,14,"HK$ 967,000",4-1/4,7.0,5.2,1.9,1.7,0,0
110407,2019-10-30,3,1,HV,TURF,GOOD,A,Class 4,1650,10147,2864,2558,2398,2327,0,0,B401,Z Purton,P O'Sullivan,133,4,B,60,-1,1190,+8,,5,1,11/7/4/3/3/10,1,3-3-3-1,3,3,3,1,0,0,2904,2546,2378,2319,0,0,10147,2.5,1.75,0.5,N,0,0.0,21,"HK$ 967,000",N,5.9,6.8,2.8,2.4,1,1
110408,2019-10-30,3,2,HV,TURF,GOOD,A,Class 4,1650,10147,2864,2558,2398,2327,0,0,S235,H W Lai,K L Man,133,6,V,60,-2,1282,+5,1.40.19,9,+1,10/8/6/7/4/7,6,8-9-10-6,8,9,10,6,0,0,2980,2546,2370,2295,0,0,10191,7.25,6.5,4.75,2.75,0,0.0,24,"HK$ 967,000",2-3/4,24.0,30.0,4.3,5.9,0,0
110409,2019-10-30,3,3,HV,TURF,GOOD,A,Class 4,1650,10147,2864,2558,2398,2327,0,0,C048,A Sanna,D J Whyte,132,8,H,59,-1,1052,+19,1.39.51,5,1,5/10/10/5/13/8,5,7-7-7-5,7,7,7,5,0,0,2956,2546,2378,2303,0,0,10183,5.75,5.0,3.75,2.25,0,0.0,24,"HK$ 967,000",2-1/4,5.7,4.8,2.0,1.8,0,0
110410,2019-10-30,3,4,HV,TURF,GOOD,A,Class 4,1650,10147,2864,2558,2398,2327,0,0,C289,K H Chan,A S Cruz,130,3,CP,57,-2,1175,-24,1.40.93,4,1,6/5/5/4/4/5,2,1-1-2-2,1,1,2,2,0,0,2864,2558,2398,2331,0,0,10151,0.75,SH,SH,N,0,0.0,18,"HK$ 967,000",N,7.7,4.5,2.1,1.6,0,1
110411,2019-10-30,3,5,HV,TURF,GOOD,A,Class 4,1650,10147,2864,2558,2398,2327,0,0,V114,U Rispoli,D E Ferraris,130,1,B/TT,57,-1,1146,+9,1.39.46,7,+1,3/11/3/7/6/6,4,6-6-4-4,6,6,4,4,0,0,2956,2530,2362,2320,0,0,10168,5.75,4,1.75,1.25,0,0.0,21,"HK$ 967,000",1-1/4,9.6,10.0,2.2,2.4,0,0
110412,2019-10-30,3,6,HV,TURF,GOOD,A,Class 4,1650,10147,2864,2558,2398,2327,0,0,B197,C Schofield,R Gibson,128,11,B,55,+6,1135,+1,1.40.59,5,2,1/2/4/4/6/3,11,10-11-11-11,10,11,11,11,0,0,3000,2550,2378,2404,0,0,10332,8.5,8,6.75,11.5,0,0.0,24,"HK$ 967,000",11-1/2,13.0,15.0,4.7,3.9,0,0
110413,2019-10-30,3,7,HV,TURF,GOOD,A,Class 4,1650,10147,2864,2558,2398,2327,0,0,C319,H N Wong,L Ho,127,2,B-/CP1,54,-4,1200,+7,,4,1,14/14/12/13/13/14,10,4-4-5-10,4,4,5,10,0,0,2932,2534,2386,2404,0,0,10256,4.25,2.75,2,6.75,0,0.0,18,"HK$ 967,000",6-3/4,99.0,99.0,18.0,25.0,0,0
110414,2019-10-30,3,8,HV,TURF,GOOD,A,Class 4,1650,10147,2864,2558,2398,2327,0,0,B050,J Moreira,F C Lor,125,10,TT,52,+6,1200,+9,1.39.76,5,1,1/3/3/2/3/4,3,2-2-1-3,2,2,1,3,0,0,2876,2546,2398,2331,0,0,10151,0.75,SH,SH,N,0,0.0,21,"HK$ 967,000",N,2.9,3.4,1.3,1.6,0,1
110415,2019-10-30,3,9,HV,TURF,GOOD,A,Class 4,1650,10147,2864,2558,2398,2327,0,0,C355,T H So,D J Hall,125,9,B,52,0,1075,-5,,5,*2,10,8,9-8-9-8,9,8,9,8,0,0,2988,2530,2370,2365,0,0,10253,7.75,6,4.25,6.75,0,0.0,21,"HK$ 967,000",6-3/4,99.0,99.0,16.0,19.0,0,0
110416,2019-10-30,3,10,HV,TURF,GOOD,A,Class 4,1650,10147,2864,2558,2398,2327,0,0,S146,G van Niekerk,C W Chang,120,5,B2/TT,47,-2,1101,+16,1.39.92,8,+1,11/9/11/6/12/7,7,5-5-6-7,5,5,6,7,0,0,2936,2542,2378,2350,0,0,10206,4.5,3.5,2.25,3.75,0,0.0,24,"HK$ 967,000",3-3/4,13.0,15.0,4.3,4.3,0,0
110417,2019-10-30,3,11,HV,TURF,GOOD,A,Class 4,1650,10147,2864,2558,2398,2327,0,0,C331,,,,,,,,,,,,,,0,--,,,,0,0,0,,,,0,0,0,,,,,0,0,0.0,29,"HK$ 967,000",,,,0.0,0.0,0,0
110418,2019-10-30,3,12,HV,TURF,GOOD,A,Class 4,1650,10147,2864,2558,2398,2327,0,0,B222,M Chadwick,C Fownes,117,7,TT,44,+6,1099,+23,,5,2,1/4/10/3/3/10,9,11-10-8-9,11,10,8,9,0,0,3004,2542,2342,2366,0,0,10254,8.75,7.75,4.25,6.75,0,0.0,18,"HK$ 967,000",6-3/4,12.0,13.0,2.9,3.6,0,0
110419,2019-10-30,4,1,HV,TURF,GOOD,A,Class 4,1650,10105,2825,2530,2379,2371,0,0,A140,K C Leung,L Ho,133,8,H/CP2,60,-2,1027,+2,1.39.51,6,*2,10/12/12/6/10/4,8,9-9-8-8,9,9,8,8,0,0,2973,2474,2367,2342,0,0,10156,9.25,5.75,5,3.25,0,0.0,29,"HK$ 967,000",3-1/4,24.0,28.0,5.8,7.4,0,0
110420,2019-10-30,4,2,HV,TURF,GOOD,A,Class 4,1650,10105,2825,2530,2379,2371,0,0,B432,Z Purton,C Fownes,133,1,V/XB,60,-2,1064,+2,1.39.13,5,1,9/8/5/4/7/7,2,4-5-5-2,4,5,5,2,0,0,2901,2494,2387,2326,0,0,10108,4.75,2.5,3,SH,0,0.0,14,"HK$ 967,000",SH,3.4,3.8,1.7,1.7,0,1
110421,2019-10-30,4,3,HV,TURF,GOOD,A,Class 4,1650,10105,2825,2530,2379,2371,0,0,S147,A Sanna,C W Chang,130,9,B/TT,57,-1,1126,+15,1.40.28,8,*2,6/11/11/6/1/1,9,11-10-10-9,11,10,10,9,0,0,3001,2470,2367,2345,0,0,10183,11,7.25,6.5,4.75,0,0.0,21,"HK$ 967,000",4-3/4,53.0,66.0,10.0,13.0,0,0
110422,2019-10-30,4,4,HV,TURF,GOOD,A,Class 4,1650,10105,2825,2530,2379,2371,0,0,A137,K H Chan,Y S Tsui,130,12,,57,0,1095,-5,1.39.67,7,1,5/2/5/9/4/7,5,1-1-1-5,1,1,1,5,0,0,2825,2530,2379,2393,0,0,10127,2,1,1,1.25,0,0.0,21,"HK$ 967,000",1-1/4,11.0,11.0,3.4,3.0,0,0
110423,2019-10-30,4,5,HV,TURF,GOOD,A,Class 4,1650,10105,2825,2530,2379,2371,0,0,B442,H N Wong,C H Yip,128,10,,55,-2,953,-30,,4,1,12,12,10-11-12-12,10,11,12,12,0,0,2989,2494,2415,2823,0,0,10721,10.25,8,10.25,38.5,0,0.0,150,"HK$ 967,000",38-1/2,99.0,99.0,21.0,34.0,0,0
110424,2019-10-30,4,6,HV,TURF,GOOD,A,Class 4,1650,10105,2825,2530,2379,2371,0,0,B003,G van Niekerk,C S Shum,125,4,B,52,-1,1112,-3,1.39.64,6,+1,12/4/4/4/5/11,4,3-2-2-4,3,2,2,4,0,0,2889,2482,2379,2372,0,0,10122,4,1,1,1,0,0.0,21,"HK$ 967,000",1,10.0,12.0,3.8,3.7,0,0
110425,2019-10-30,4,7,HV,TURF,GOOD,A,Class 4,1650,10105,2825,2530,2379,2371,0,0,B162,C Schofield,F C Lor,124,3,B/TT,51,+6,1139,+12,1.40.72,5,2,1/5/4/9/3/6,1,5-4-4-1,5,4,4,1,0,0,2917,2474,2379,2335,0,0,10105,5.75,2.25,2.25,SH,0,0.0,21,"HK$ 967,000",SH,7.2,6.7,1.9,2.2,1,1
110426,2019-10-30,4,8,HV,TURF,GOOD,A,Class 4,1650,10105,2825,2530,2379,2371,0,0,A310,N Callan,R Gibson,124,2,B/H,51,-2,1159,-2,1.40.67,5,1,4/9/9/6/12/7,10,8-8-9-10,8,8,9,10,0,0,2969,2474,2387,2353,0,0,10183,9,5.5,6,4.75,0,0.0,18,"HK$ 967,000",4-3/4,9.0,10.0,3.3,3.6,0,0
110427,2019-10-30,4,9,HV,TURF,GOOD,A,Class 4,1650,10105,2825,2530,2379,2371,0,0,A189,L Hewitson,D E Ferraris,122,6,B/TT,49,-2,1062,-5,1.39.88,6,+2,10/10/10/11/4/2,3,2-3-3-3,2,3,3,3,0,0,2857,2518,2383,2358,0,0,10116,2,1.25,1.5,0.5,0,0.0,14,"HK$ 967,000",1/2,29.0,26.0,6.5,6.1,0,1
110428,2019-10-30,4,10,HV,TURF,GOOD,A,Class 4,1650,10105,2825,2530,2379,2371,0,0,A359,J Moreira,K W Lui,122,7,,49,+2,1023,-3,1.40.32,6,1,2/3/8/3/4/6,7,7-7-6-7,7,7,6,7,0,0,2945,2474,2371,2366,0,0,10156,7.5,4,3.5,3.25,0,0.0,21,"HK$ 967,000",3-1/4,3.6,4.0,1.4,1.5,0,0
110429,2019-10-30,4,11,HV,TURF,GOOD,A,Class 4,1650,10105,2825,2530,2379,2371,0,0,B235,M F Poon,A T Millard,119,11,B,46,-2,1001,+2,1.40.92,5,1,9/11/13/13/10/10,11,12-12-11-11,12,12,11,11,0,0,3025,2470,2379,2399,0,0,10273,12.5,8.75,8.75,10.5,0,0.0,21,"HK$ 967,000",10-1/2,54.0,56.0,10.0,12.0,0,0
110430,2019-10-30,4,12,HV,TURF,GOOD,A,Class 4,1650,10105,2825,2530,2379,2371,0,0,B279,M Chadwick,D J Hall,113,5,B,40,-1,1164,+10,1.39.30,5,1,3/4/4/4/4/11,6,6-6-7-6,6,6,7,6,0,0,2941,2478,2387,2335,0,0,10141,7.25,4,4.5,2.25,0,0.0,14,"HK$ 967,000",2-1/4,10.0,5.5,2.5,1.7,0,0
110431,2019-10-30,5,1,HV,TURF,GOOD,A,Class 4,1200,7034,2396,2285,2353,0,0,0,B254,M L Yeung,L Ho,133,9,H/TT,60,+2,1125,+7,1.09.61,5,+1,2/1/4/3/1/4,6,10-10-6,10,10,6,0,0,0,2496,2285,2291,0,0,0,7072,6.25,6.25,2.5,0,0,0.0,21,"HK$ 967,000",2-1/2,14.0,16.0,4.0,3.8,0,0
110432,2019-10-30,5,2,HV,TURF,GOOD,A,Class 4,1200,7034,2396,2285,2353,0,0,0,V293,N Callan,R Gibson,132,6,CP2,59,-2,1085,+7,1.09.29,6,+1,9/11/13/14/12/5,3,5-4-3,5,4,3,0,0,0,2436,2281,2344,0,0,0,7061,2.5,2.25,1.75,0,0,0.0,21,"HK$ 967,000",1-3/4,18.0,23.0,3.9,4.6,0,1
110433,2019-10-30,5,3,HV,TURF,GOOD,A,Class 4,1200,7034,2396,2285,2353,0,0,0,V357,C Y Ho,K W Lui,131,4,B/TT,58,+2,1119,+17,1.10.02,7,+1,3/5/9/8/5/3,2,6-6-2,6,6,2,0,0,0,2460,2281,2311,0,0,0,7052,4,3.75,1.25,0,0,0.0,21,"HK$ 967,000",1-1/4,5.0,5.5,1.6,1.7,0,1
110434,2019-10-30,5,4,HV,TURF,GOOD,A,Class 4,1200,7034,2396,2285,2353,0,0,0,C130,J Moreira,P F Yiu,130,2,,57,+8,1156,+11,1.10.32,4,+1,1/8/11/5/14,11,2-2-11,2,2,11,0,0,0,2404,2285,2414,0,0,0,7103,0.5,0.5,4.25,0,0,0.0,35,"HK$ 967,000",4-1/4,2.5,2.4,1.4,1.3,0,0
110435,2019-10-30,5,5,HV,TURF,GOOD,A,Class 4,1200,7034,2396,2285,2353,0,0,0,C351,Z Purton,C Fownes,129,10,TT,56,+6,1024,+7,1.09.97,5,+1,1/2/4/6,1,7-5-1,7,5,1,0,0,0,2464,2273,2297,0,0,0,7034,4.25,3.5,1.25,0,0,0.0,21,"HK$ 967,000",1-1/4,6.5,8.9,2.9,2.6,1,1
110436,2019-10-30,5,6,HV,TURF,GOOD,A,Class 4,1200,7034,2396,2285,2353,0,0,0,C125,T H So,C H Yip,128,3,TT,55,-2,1015,-20,1.10.11,4,+1,8/10/11/12/11/6,5,8-9-5,8,9,5,0,0,0,2484,2281,2303,0,0,0,7068,5.5,5.25,2.25,0,0,0.0,21,"HK$ 967,000",2-1/4,52.0,64.0,8.5,10.0,0,0
110437,2019-10-30,5,7,HV,TURF,GOOD,A,Class 4,1200,7034,2396,2285,2353,0,0,0,C060,A Sanna,D J Whyte,126,5,B/XB,53,-1,1153,+6,1.10.29,5,+1,4/8/4/5/6/7,4,9-8-4,9,8,4,0,0,0,2488,2273,2302,0,0,0,7063,5.75,5,1.75,0,0,0.0,21,"HK$ 967,000",1-3/4,13.0,12.0,3.1,3.0,0,0
110438,2019-10-30,5,8,HV,TURF,GOOD,A,Class 4,1200,7034,2396,2285,2353,0,0,0,B356,R Bayliss,C W Chang,123,12,B2,50,-2,1195,+9,,4,*1,13/10/11/4/12,10,12-12-10,12,12,10,0,0,0,2540,2265,2297,0,0,0,7102,9,7.75,4.25,0,0,0.0,45,"HK$ 967,000",4-1/4,99.0,99.0,17.0,29.0,0,0
110439,2019-10-30,5,9,HV,TURF,GOOD,A,Class 4,1200,7034,2396,2285,2353,0,0,0,C129,B Shinn,J Size,121,7,P/TT1,48,-2,1201,+49,1.10.28,5,*1,7/4/9/11,7,3-3-7,3,3,7,0,0,0,2416,2297,2365,0,0,0,7078,1.25,2,2.75,0,0,0.0,115,"HK$ 967,000",2-3/4,24.0,17.0,4.4,4.1,0,0
110440,2019-10-30,5,10,HV,TURF,GOOD,A,Class 4,1200,7034,2396,2285,2353,0,0,0,A217,H W Lai,K L Man,120,8,B,47,-2,1063,+8,1.09.64,6,*1,11/8/2/7/9/7,12,4-7-12,4,7,12,0,0,0,2436,2309,2427,0,0,0,7172,2.5,4,8.75,0,0,0.0,29,"HK$ 967,000",8-3/4,46.0,56.0,7.7,10.0,0,0
110441,2019-10-30,5,11,HV,TURF,GOOD,A,Class 4,1200,7034,2396,2285,2353,0,0,0,C212,C Schofield,Y S Tsui,120,1,,47,+2,1186,+10,1.10.07,5,+1,2/5/6/4/8/10,9,1-1-9,1,1,9,0,0,0,2396,2285,2414,0,0,0,7095,0.5,0.5,3.75,0,0,0.0,21,"HK$ 967,000",3-3/4,5.8,4.5,1.7,1.7,0,0
110442,2019-10-30,5,12,HV,TURF,GOOD,A,Class 4,1200,7034,2396,2285,2353,0,0,0,C245,H N Wong,K H Ting,116,11,,43,-2,1111,+17,,4,*1,9/10/14/14,8,11-11-8,11,11,8,0,0,0,2524,2281,2274,0,0,0,7079,8,7.75,2.75,0,0,0.0,24,"HK$ 967,000",2-3/4,99.0,99.0,23.0,37.0,0,0
110443,2019-10-30,6,1,HV,TURF,GOOD,A,Class 3,1200,7039,2409,2304,2326,0,0,0,B410,J Moreira,J Moore,133,11,B/TT,80,-2,1171,+3,,4,+1,7/10/2/5/3/4,9,12-12-9,12,12,9,0,0,0,2525,2328,2269,0,0,0,7122,7.25,8.75,5.25,0,0,0.0,24,"HK$ 1,450,000",5-1/4,4.5,5.0,1.8,2.0,0,0
110444,2019-10-30,6,2,HV,TURF,GOOD,A,Class 3,1200,7039,2409,2304,2326,0,0,0,C299,N Callan,D E Ferraris,133,10,,80,0,1066,0,,5,*1,9/2/7/13/7/8,2,6-6-2,6,6,2,0,0,0,2453,2328,2265,0,0,0,7046,2.75,4.25,N,0,0,0.0,29,"HK$ 1,450,000",N,14.0,13.0,3.7,3.6,0,1
110445,2019-10-30,6,3,HV,TURF,GOOD,A,Class 3,1200,7039,2409,2304,2326,0,0,0,C269,A Sanna,Y S Tsui,130,9,TT,77,-1,1204,+27,1.10.50,5,*1,7/9/8/9/9/12,12,9-10-12,9,10,12,0,0,0,2501,2332,2314,0,0,0,7147,5.75,7.5,6.75,0,0,0.0,35,"HK$ 1,450,000",6-3/4,30.0,40.0,7.0,8.2,0,0
110446,2019-10-30,6,4,HV,TURF,GOOD,A,Class 3,1200,7039,2409,2304,2326,0,0,0,A049,K H Chan,P O'Sullivan,129,5,B,76,+2,1210,-2,1.09.10,6,+1,3/2/1/2/7/1,4,2-2-4,2,2,4,0,0,0,2413,2324,2332,0,0,0,7069,N,1.5,1.75,0,0,0.0,126,"HK$ 1,450,000",1-3/4,4.8,4.5,1.6,1.6,0,0
110447,2019-10-30,6,5,HV,TURF,GOOD,A,Class 3,1200,7039,2409,2304,2326,0,0,0,V328,C Y Ho,D J Hall,126,8,CP-,73,0,1077,-1,1.09.89,7,*1,4/3/12/7/2/6,8,10-9-8,10,9,8,0,0,0,2505,2324,2273,0,0,0,7102,6,7.25,4,0,0,0.0,59,"HK$ 1,450,000",4,10.0,10.0,2.8,3.0,0,0
110448,2019-10-30,6,6,HV,TURF,GOOD,A,Class 3,1200,7039,2409,2304,2326,0,0,0,D042,C Schofield,D J Whyte,123,1,,70,0,1082,-20,,4,*1,10,5,5-5-5,5,5,5,0,0,0,2449,2328,2301,0,0,0,7078,2.5,4,2.5,0,0,0.0,21,"HK$ 1,450,000",2-1/2,26.0,30.0,6.3,6.7,0,0
110449,2019-10-30,6,7,HV,TURF,GOOD,A,Class 3,1200,7039,2409,2304,2326,0,0,0,C229,U Rispoli,J Size,122,4,B,69,+6,1129,-10,1.09.56,4,+1,1/3/5/1/1/4,3,1-1-3,1,1,3,0,0,0,2409,2304,2337,0,0,0,7050,N,1.5,0.75,0,0,0.0,14,"HK$ 1,450,000",3/4,3.0,2.7,1.4,1.2,0,1
110450,2019-10-30,6,8,HV,TURF,GOOD,A,Class 3,1200,7039,2409,2304,2326,0,0,0,V273,R Bayliss,C H Yip,122,6,,69,-2,1083,+6,1.09.38,7,*1,7/11/7/4/9/11,6,8-7-6,8,7,6,0,0,0,2481,2324,2273,0,0,0,7078,4.5,5.75,2.5,0,0,0.0,14,"HK$ 1,450,000",2-1/2,21.0,28.0,4.7,5.7,0,0
110451,2019-10-30,6,9,HV,TURF,GOOD,A,Class 3,1200,7039,2409,2304,2326,0,0,0,B169,M F Poon,F C Lor,118,7,XB/TT,65,-2,1164,+1,1.11.00,6,+1,8/9/9/4/4/7,7,7-8-7,7,8,7,0,0,0,2477,2332,2275,0,0,0,7084,4.25,6,2.75,0,0,0.0,29,"HK$ 1,450,000",2-3/4,22.0,27.0,5.3,5.9,0,0
