index,rdate,rid,hid,venue,track,going,course,class,distance,rfinishm,rm1,rm2,rm3,rm4,rm5,rm6,horsenum,jname,tname,exweight,bardraw,gear,rating,ratechg,horseweight,horseweightchg,besttime,age,priority,lastsix,rank,runpos,p1,p2,p3,p4,p5,p6,m1,m2,m3,m4,m5,m6,finishm,d1,d2,d3,d4,d5,d6,datediff,pricemoney,windist,win_t5,win,place_t5,place,ind_win,ind_pla
110452,2019-10-30,6,10,HV,TURF,GOOD,A,Class 3,1200,7039,2409,2304,2326,0,0,0,V222,H W Lai,W Y So,117,12,TT,64,-2,1175,+10,1.10.16,7,*1,8/10/8/7/5/2,11,11-11-11,11,11,11,0,0,0,2521,2328,2296,0,0,0,7145,7,8.5,6.5,0,0,0.0,35,"HK$ 1,450,000",6-1/2,51.0,76.0,10.0,17.0,0,0
110453,2019-10-30,6,11,HV,TURF,GOOD,A,Class 3,1200,7039,2409,2304,2326,0,0,0,A067,M L Yeung,C W Chang,117,3,B/TT,64,-2,1200,-1,1.10.49,6,*1,11/7/14/2/12/8,10,4-4-10,4,4,10,0,0,0,2433,2332,2357,0,0,0,7122,1.5,3.25,5.25,0,0,0.0,24,"HK$ 1,450,000",5-1/4,45.0,53.0,10.0,9.3,0,0
110454,2019-10-30,6,12,HV,TURF,GOOD,A,Class 3,1200,7039,2409,2304,2326,0,0,0,C271,T H So,K H Ting,114,2,B,61,-2,1130,+14,1.12.19,4,+1,6/9/10/6/8/8,1,3-3-1,3,3,1,0,0,0,2429,2320,2290,0,0,0,7039,1.25,2.25,N,0,0,0.0,14,"HK$ 1,450,000",N,12.0,9.5,3.5,2.8,1,1
110455,2019-10-30,7,1,HV,TURF,GOOD,A,Class 3,1650,9983,2719,2379,2473,2412,0,0,C037,Z Purton,W Y So,133,10,B/TT,78,+2,1083,-4,,4,+1,2/1/3/2/5/2,7,11-11-10-7,11,11,10,7,0,0,2899,2339,2445,2334,0,0,10017,11.25,8.75,7,2,0,0.0,29,"HK$ 1,450,000",2,3.7,5.3,1.7,1.9,0,0
110456,2019-10-30,7,2,HV,TURF,GOOD,A,Class 3,1650,9983,2719,2379,2473,2412,0,0,A240,K H Chan,A T Millard,131,5,TT,76,0,1127,0,1.39.04,5,+1,7/6/1/4/1/2,6,3-3-3-6,3,3,3,6,0,0,2743,2391,2465,2415,0,0,10014,1.5,2.25,1.75,2,0,0.0,14,"HK$ 1,450,000",2,8.0,9.4,2.7,2.6,0,0
110457,2019-10-30,7,3,HV,TURF,GOOD,A,Class 3,1650,9983,2719,2379,2473,2412,0,0,A297,M L Yeung,T P Yung,128,8,B,73,0,1192,+1,,7,+1,4/8/6/7/12/6,0,9-9-12-,9,9,12,,0,0,2863,2351,2541,,0,0,,9,7.25,11.5,,0,0.0,24,"HK$ 1,450,000",,17.0,24.0,5.4,6.7,0,0
110458,2019-10-30,7,4,HV,TURF,GOOD,A,Class 3,1650,9983,2719,2379,2473,2412,0,0,B203,A Sanna,D J Whyte,125,12,XB,70,0,1034,+9,1.39.15,5,+1,6/1/6/7/5/10,11,1-2-2-11,1,2,2,11,0,0,2719,2387,2481,2609,0,0,10196,1.25,0.5,1,13.25,0,0.0,35,"HK$ 1,450,000",13-1/4,19.0,9.4,5.7,3.2,0,0
110459,2019-10-30,7,5,HV,TURF,GOOD,A,Class 3,1650,9983,2719,2379,2473,2412,0,0,A071,M F Poon,D J Hall,123,11,B,68,0,1072,-1,1.39.19,7,+1,8/5/1/4/8/11,1,12-12-9-1,12,12,9,1,0,0,2931,2327,2401,2324,0,0,9983,13.25,10,5.5,SH,0,0.0,18,"HK$ 1,450,000",SH,10.0,9.8,3.0,2.5,1,1
110460,2019-10-30,7,6,HV,TURF,GOOD,A,Class 3,1650,9983,2719,2379,2473,2412,0,0,T098,C Schofield,C W Chang,122,2,B/TT,67,-1,1211,-17,1.40.02,8,+1,12/10/7/1/11/2,9,6-6-7-9,6,6,7,9,0,0,2811,2367,2465,2417,0,0,10060,5.75,5,4.5,4.75,0,0.0,112,"HK$ 1,450,000",4-3/4,33.0,46.0,9.2,11.0,0,0
110461,2019-10-30,7,7,HV,TURF,GOOD,A,Class 3,1650,9983,2719,2379,2473,2412,0,0,A005,K C Leung,K L Man,121,3,B,66,0,1150,-4,1.40.89,6,+1,11/2/10/3/5/9,4,7-7-6-4,7,7,6,4,0,0,2823,2363,2441,2365,0,0,9992,6.5,5.5,3.5,0.5,0,0.0,39,"HK$ 1,450,000",1/2,18.0,23.0,4.9,5.6,0,0
110462,2019-10-30,7,8,HV,TURF,GOOD,A,Class 3,1650,9983,2719,2379,2473,2412,0,0,B256,G van Niekerk,F C Lor,119,1,B,64,-2,1176,+11,1.40.16,5,+1,7/6/2/2/3/2,3,5-5-4-3,5,5,4,3,0,0,2791,2371,2441,2388,0,0,9990,4.5,4,2,0.5,0,0.0,14,"HK$ 1,450,000",1/2,8.1,6.4,2.6,2.1,0,1
110463,2019-10-30,7,9,HV,TURF,GOOD,A,Class 3,1650,9983,2719,2379,2473,2412,0,0,B132,C Y Ho,K W Lui,119,6,,64,0,1085,-21,1.39.72,5,+1,2/2/2/6/3/1,2,4-4-5-2,4,4,5,2,0,0,2787,2371,2457,2370,0,0,9985,4.25,3.75,2.75,SH,0,0.0,14,"HK$ 1,450,000",SH,4.0,3.1,1.3,1.5,0,1
110464,2019-10-30,7,10,HV,TURF,GOOD,A,Class 3,1650,9983,2719,2379,2473,2412,0,0,C301,U Rispoli,D E Ferraris,118,7,SR,63,-2,1058,-6,1.40.86,5,*1,5/14/7/7/11/9,5,8-8-8-5,8,8,8,5,0,0,2839,2359,2457,2344,0,0,9999,7.5,6.25,5.25,1,0,0.0,18,"HK$ 1,450,000",1,15.0,17.0,4.0,5.0,0,0
110465,2019-10-30,7,11,HV,TURF,GOOD,A,Class 3,1650,9983,2719,2379,2473,2412,0,0,A041,L Hewitson,A S Cruz,117,9,B/H/TT,62,-1,1167,-5,1.40.12,7,+1,6/4/5/2/4/9,8,2-1-1-8,2,1,1,8,0,0,2739,2359,2473,2481,0,0,10052,1.25,0.5,1,4.25,0,0.0,18,"HK$ 1,450,000",4-1/4,14.0,18.0,4.7,4.9,0,0
110466,2019-10-30,7,12,HV,TURF,GOOD,A,Class 3,1650,9983,2719,2379,2473,2412,0,0,A135,H W Lai,Y S Tsui,116,4,,61,-2,1068,-8,1.39.54,7,+1,10/11/10/9/6/13,10,10-10-11-10,10,10,11,10,0,0,2871,2359,2461,2382,0,0,10072,9.5,8.25,7.5,5.5,0,0.0,18,"HK$ 1,450,000",5-1/2,39.0,51.0,10.0,12.0,0,0
110467,2019-10-30,8,1,HV,TURF,GOOD,A,Class 3,1800,10883,1329,2296,2455,2396,2407,0,C297,Z Purton,J Moore,130,7,CP,79,0,1048,+25,1.51.26,5,+1,4/2/4/11/7/4,2,8-8-8-3-2,8,8,8,3,2,0,1397,2320,2443,2336,2394,0,10890,4.25,5.75,5,1.25,0.5,0.0,29,"HK$ 1,450,000",1/2,2.3,2.1,1.2,1.3,0,1
110468,2019-10-30,8,2,HV,TURF,GOOD,A,Class 3,1800,10883,1329,2296,2455,2396,2407,0,T375,A Sanna,A T Millard,128,8,B,77,+1,992,+12,1.51.03,8,1,2/10/10/11/13/10,10,12-12-12-12-10,12,12,12,12,10,0,1449,2332,2435,2364,2396,0,10976,7.5,9.75,8.5,6.5,5.75,0.0,29,"HK$ 1,450,000",5-3/4,24.0,38.0,6.1,8.0,0,0
110469,2019-10-30,8,3,HV,TURF,GOOD,A,Class 3,1800,10883,1329,2296,2455,2396,2407,0,C029,J Moreira,C H Yip,125,12,,74,-1,1049,+9,,5,+1,7/5/8/1/8/1,7,11-11-10-9-7,11,11,10,9,7,0,1441,2324,2423,2368,2395,0,10951,7,8.75,6.75,5,4.25,0.0,29,"HK$ 1,450,000",4-1/4,8.4,7.6,3.0,2.3,0,0
110470,2019-10-30,8,4,HV,TURF,GOOD,A,Class 3,1800,10883,1329,2296,2455,2396,2407,0,T391,K C Leung,A T Millard,124,2,SR/TT,73,-1,1051,+10,1.49.67,8,2,5/13/12/7/3/6,9,2-3-3-6-9,2,3,3,6,9,0,1345,2296,2475,2400,2446,0,10962,1,1,2.25,2.5,5,0.0,14,"HK$ 1,450,000",5,27.0,35.0,5.9,6.9,0,0
110471,2019-10-30,8,5,HV,TURF,GOOD,A,Class 3,1800,10883,1329,2296,2455,2396,2407,0,C084,K H Chan,J Moore,123,10,CP/TT,72,-1,1133,+15,1.49.10,5,2,6/9/3/2/6/2,11,9-9-9-11-11,9,9,9,11,11,0,1405,2328,2447,2396,2491,0,11067,4.75,6.75,6.25,6.25,11.5,0.0,14,"HK$ 1,450,000",11-1/2,9.1,9.0,3.0,3.1,0,0
110472,2019-10-30,8,6,HV,TURF,GOOD,A,Class 3,1800,10883,1329,2296,2455,2396,2407,0,B427,N Callan,C S Shum,121,1,B/TT,70,+5,1053,+8,1.49.46,4,2,1/8/10/5/8/7,5,4-4-5-4-5,4,4,5,4,5,0,1353,2308,2467,2380,2433,0,10941,1.5,2.25,3,2,3.5,0.0,14,"HK$ 1,450,000",3-1/2,13.0,10.0,3.5,2.9,0,0
110473,2019-10-30,8,7,HV,TURF,GOOD,A,Class 3,1800,10883,1329,2296,2455,2396,2407,0,B137,G van Niekerk,C S Shum,120,4,B/TT,69,+6,1125,+15,1.50.78,5,1,1/1/3/4/3/1,4,6-6-6-7-4,6,6,6,7,4,0,1377,2316,2459,2372,2401,0,10925,3,4.25,4.5,3,2.75,0.0,35,"HK$ 1,450,000",2-3/4,6.6,7.8,2.0,2.0,0,0
110474,2019-10-30,8,8,HV,TURF,GOOD,A,Class 3,1800,10883,1329,2296,2455,2396,2407,0,A045,M F Poon,D J Hall,120,3,B,69,-1,1063,+4,1.50.69,7,+1,7/10/5/1/6/8,6,1-1-1-2-6,1,1,1,2,6,0,1329,2296,2455,2396,2471,0,10947,1,N,0.5,SH,4,0.0,35,"HK$ 1,450,000",4,25.0,21.0,7.5,4.4,0,0
110475,2019-10-30,8,9,HV,TURF,GOOD,A,Class 3,1800,10883,1329,2296,2455,2396,2407,0,T146,H T Mo,A S Cruz,119,11,B/H/TT,68,-4,1094,+12,1.48.83,8,+1,7/10/7/8/12/11,12,5-2-2-5-12,5,2,2,5,12,0,1369,2260,2459,2424,2612,0,11124,2.5,N,0.5,2.25,15,0.0,14,"HK$ 1,450,000",15,44.0,65.0,10.0,14.0,0,0
110476,2019-10-30,8,10,HV,TURF,GOOD,A,Class 3,1800,10883,1329,2296,2455,2396,2407,0,C210,H W Lai,L Ho,119,6,,68,-2,1041,-5,1.50.80,4,1,4/14/11/13/14/10,3,3-5-4-1-3,3,5,4,1,3,0,1349,2320,2459,2348,2442,0,10918,1.25,2.75,3,SH,2.25,0.0,14,"HK$ 1,450,000",2-1/4,21.0,28.0,4.9,5.3,0,1
110477,2019-10-30,8,11,HV,TURF,GOOD,A,Class 3,1800,10883,1329,2296,2455,2396,2407,0,B336,U Rispoli,D E Ferraris,119,9,,68,-2,1018,-9,1.49.05,5,1,7/4/2/4/5/2,1,10-10-11-8-1,10,10,11,8,1,0,1421,2336,2431,2344,2351,0,10883,5.75,8.25,6.75,3.5,0.5,0.0,14,"HK$ 1,450,000",1/2,12.0,10.0,2.9,2.5,1,1
110478,2019-10-30,8,12,HV,TURF,GOOD,A,Class 3,1800,10883,1329,2296,2455,2396,2407,0,A172,T H So,P O'Sullivan,118,5,,67,0,1059,+3,1.49.64,7,+1,3/11/6/9/9/10,8,7-7-7-10-8,7,7,7,10,8,0,1377,2320,2459,2404,2402,0,10962,3,4.5,4.75,5.25,5,0.0,14,"HK$ 1,450,000",5,17.0,26.0,4.1,5.3,0,0
110479,2019-11-03,1,1,ST,TURF,GOOD TO FIRM,C+3,Class 5,1200,6980,2421,2298,2261,0,0,0,C244,K C Leung,K L Man,133,6,,40,-1,1101,-8,1.09.74,4,+1,6/5/8/6/7/8,6,2-2-6,2,2,6,0,0,0,2441,2290,2289,0,0,0,7019,1.25,0.75,2.5,0,0,0.0,28,"HK$ 725,000",2-1/2,9.6,13.0,3.4,4.1,0,0
110480,2019-11-03,1,2,ST,TURF,GOOD TO FIRM,C+3,Class 5,1200,6980,2421,2298,2261,0,0,0,A324,R Bayliss,D J Whyte,132,10,H/P,39,+2,1063,-1,1.09.69,6,+1,2/1/12/5/2/5,7,11-11-7,11,11,7,0,0,0,2521,2262,2240,0,0,0,7023,6.25,4,2.75,0,0,0.0,39,"HK$ 725,000",2-3/4,3.8,4.6,1.6,1.6,0,0
110481,2019-11-03,1,3,ST,TURF,GOOD TO FIRM,C+3,Class 5,1200,6980,2421,2298,2261,0,0,0,V367,Z Purton,P O'Sullivan,132,4,B,39,+5,1175,+3,1.09.79,6,+1,1/7/3/6/1/4,9,7-7-9,7,7,9,0,0,0,2485,2274,2282,0,0,0,7041,4,2.5,3.75,0,0,0.0,25,"HK$ 725,000",3-3/4,8.1,9.1,2.6,2.9,0,0
110482,2019-11-03,1,4,ST,TURF,GOOD TO FIRM,C+3,Class 5,1200,6980,2421,2298,2261,0,0,0,C173,A Badel,R Gibson,131,3,,38,-2,1123,-5,1.10.05,4,+1,6/7/2/10/4/10,3,10-9-3,10,9,3,0,0,0,2505,2266,2232,0,0,0,7002,5.25,3.25,1.5,0,0,0.0,14,"HK$ 725,000",1-1/2,8.0,7.2,1.8,2.5,0,1
110483,2019-11-03,1,5,ST,TURF,GOOD TO FIRM,C+3,Class 5,1200,6980,2421,2298,2261,0,0,0,B157,N Callan,C W Chang,128,2,B,35,-1,1249,+3,1.11.65,4,+1,5/14/9/5/1/2,5,4-3-5,4,3,5,0,0,0,2461,2270,2283,0,0,0,7014,2.5,0.75,2.25,0,0,0.0,7,"HK$ 725,000",2-1/4,10.0,6.6,3.0,2.1,0,0
110484,2019-11-03,1,6,ST,TURF,GOOD TO FIRM,C+3,Class 5,1200,6980,2421,2298,2261,0,0,0,A055,H N Wong,Y S Tsui,127,12,V-/B2,34,-2,1035,+13,1.09.70,7,1,10/8/8/3/5/4,11,12-12-11,12,12,11,0,0,0,2561,2246,2238,0,0,0,7045,8.75,5.5,4,0,0,0.0,22,"HK$ 725,000",4,67.0,94.0,17.0,24.0,0,0
110485,2019-11-03,1,7,ST,TURF,GOOD TO FIRM,C+3,Class 5,1200,6980,2421,2298,2261,0,0,0,B445,K Teetan,A S Cruz,127,8,TT,34,-2,1040,+3,1.11.77,4,*1,11/14/4/12/6/11,12,8-8-12,8,8,12,0,0,0,2497,2262,2335,0,0,0,7094,4.75,2.5,7,0,0,0.0,25,"HK$ 725,000",7,43.0,67.0,13.0,20.0,0,0
110486,2019-11-03,1,8,ST,TURF,GOOD TO FIRM,C+3,Class 5,1200,6980,2421,2298,2261,0,0,0,B357,J Moreira,D J Hall,127,11,V-/XB/B2,34,-2,1095,-16,1.09.81,4,+1,9/4/7/4/10/6,8,5-4-8,5,4,8,0,0,0,2473,2262,2296,0,0,0,7031,3.25,1,3.25,0,0,0.0,43,"HK$ 725,000",3-1/4,11.0,10.0,4.3,3.0,0,0
110487,2019-11-03,1,9,ST,TURF,GOOD TO FIRM,C+3,Class 5,1200,6980,2421,2298,2261,0,0,0,A097,H T Mo,L Ho,120,7,V,27,-3,1134,-6,1.09.68,6,+1,12/9/7/12/12/12,2,1-1-2,1,1,2,0,0,0,2421,2298,2265,0,0,0,6984,1.25,0.75,N,0,0,0.0,14,"HK$ 725,000",N,22.0,32.0,6.8,10.0,0,1
110488,2019-11-03,1,10,ST,TURF,GOOD TO FIRM,C+3,Class 5,1200,6980,2421,2298,2261,0,0,0,B004,U Rispoli,C H Yip,119,5,PC-/B2,26,-2,1045,-3,1.09.77,6,+1,7/5/13/8/8/7,4,6-6-4,6,6,4,0,0,0,2485,2270,2251,0,0,0,7006,4,2.25,1.75,0,0,0.0,7,"HK$ 725,000",1-3/4,15.0,13.0,4.7,3.9,0,0
110489,2019-11-03,1,11,ST,TURF,GOOD TO FIRM,C+3,Class 5,1200,6980,2421,2298,2261,0,0,0,A277,C Y Ho,W Y So,116,1,SR/TT,22,-1,1187,-2,1.10.11,6,+1,4/4/4/10/5/11,1,3-5-1,3,5,1,0,0,0,2449,2294,2237,0,0,0,6980,1.75,1.5,N,0,0,0.0,25,"HK$ 725,000",N,5.1,4.3,1.8,1.7,1,1
110490,2019-11-03,1,12,ST,TURF,GOOD TO FIRM,C+3,Class 5,1200,6980,2421,2298,2261,0,0,0,V143,M Chadwick,J Size,114,9,P/TT,21,+2,1109,+6,1.09.67,7,+1,2/5/10/8/3/6,9,9-10-9,9,10,9,0,0,0,2501,2274,2266,0,0,0,7041,5,3.5,3.75,0,0,0.0,25,"HK$ 725,000",3-3/4,12.0,15.0,4.5,4.0,0,0
110491,2019-11-03,2,1,ST,TURF,GOOD TO FIRM,C+3,Class 4,1000,5632,1303,2050,2279,0,0,0,C188,K Teetan,P O'Sullivan,133,5,B1,60,0,1125,-1,0.56.54,4,1,3/4/2/1/9,1,14-13-1,14,13,1,0,0,0,1411,2026,2195,0,0,0,5632,6.75,5.25,0.5,0,0,0.0,22,"HK$ 967,000",1/2,9.8,12.0,2.4,2.3,1,1
110492,2019-11-03,2,2,ST,TURF,GOOD TO FIRM,C+3,Class 4,1000,5632,1303,2050,2279,0,0,0,B294,K H Chan,D J Whyte,129,9,B/XB,56,+1,1125,+20,0.56.35,5,1,2/2/5/5/3/5,4,5-5-4,5,5,4,0,0,0,1327,2066,2301,0,0,0,5694,1.5,2.5,3.75,0,0,0.0,22,"HK$ 967,000",3-3/4,4.5,4.7,1.5,1.3,0,0
110493,2019-11-03,2,3,ST,TURF,GOOD TO FIRM,C+3,Class 4,1000,5632,1303,2050,2279,0,0,0,C131,C Y Ho,K H Ting,128,11,H/V,55,0,1068,-26,0.59.32,5,1,8/1/3/8/13,11,9-8-11,9,8,11,0,0,0,1335,2078,2336,0,0,0,5749,2,3.75,7.25,0,0,0.0,39,"HK$ 967,000",7-1/4,19.0,26.0,4.0,4.4,0,0
110494,2019-11-03,2,4,ST,TURF,GOOD TO FIRM,C+3,Class 4,1000,5632,1303,2050,2279,0,0,0,D071,J Moreira,A S Cruz,125,2,TT1,52,,1131,,,3,+1,,6,1-2-6,1,2,6,0,0,0,1303,2050,2356,0,0,0,5709,0.5,SH,4.75,0,0,0.0,,"HK$ 967,000",4-3/4,14.0,20.0,3.9,3.6,0,0
110495,2019-11-03,2,5,ST,TURF,GOOD TO FIRM,C+3,Class 4,1000,5632,1303,2050,2279,0,0,0,C457,N Callan,D E Ferraris,125,7,,52,,1176,,,3,+1,,3,13-10-3,13,10,3,0,0,0,1375,2050,2250,0,0,0,5675,4.5,4.5,2.75,0,0,0.0,,"HK$ 967,000",2-3/4,98.0,99.0,18.0,25.0,0,1
110496,2019-11-03,2,6,ST,TURF,GOOD TO FIRM,C+3,Class 4,1000,5632,1303,2050,2279,0,0,0,D035,Z Purton,C S Shum,125,14,,52,,1110,,,3,+1,,2,2-1-2,2,1,2,0,0,0,1311,2042,2289,0,0,0,5642,0.5,SH,0.5,0,0,0.0,,"HK$ 967,000",1/2,1.8,1.5,1.1,1.2,0,1
110497,2019-11-03,2,7,ST,TURF,GOOD TO FIRM,C+3,Class 4,1000,5632,1303,2050,2279,0,0,0,C403,K C Leung,R Gibson,125,10,B1/TT1,52,,1175,,,4,1,,5,10-7-5,10,7,5,0,0,0,1343,2070,2287,0,0,0,5700,2.5,3.75,4.25,0,0,0.0,,"HK$ 967,000",4-1/4,41.0,44.0,7.2,6.5,0,0
110498,2019-11-03,2,8,ST,TURF,GOOD TO FIRM,C+3,Class 4,1000,5632,1303,2050,2279,0,0,0,D015,T H So,L Ho,125,13,H1/XB1,52,,1120,,,4,1,,9,11-11-9,11,11,9,0,0,0,1347,2082,2315,0,0,0,5744,2.75,4.75,7,0,0,0.0,,"HK$ 967,000",7,86.0,99.0,12.0,14.0,0,0
110499,2019-11-03,2,9,ST,TURF,GOOD TO FIRM,C+3,Class 4,1000,5632,1303,2050,2279,0,0,0,C342,H N Wong,Y S Tsui,125,12,H1,52,,1008,,,3,1,,14,7-12-14,7,12,14,0,0,0,1331,2098,2385,0,0,0,5814,1.75,4.75,11.5,0,0,0.0,,"HK$ 967,000",11-1/2,99.0,99.0,24.0,33.0,0,0
110500,2019-11-03,2,10,ST,TURF,GOOD TO FIRM,C+3,Class 4,1000,5632,1303,2050,2279,0,0,0,C361,M F Poon,D J Hall,123,8,H1,50,-2,1131,+18,0.58.11,4,1,11,12,4-3-12,4,3,12,0,0,0,1315,2078,2411,0,0,0,5804,0.75,2.5,10.75,0,0,0.0,125,"HK$ 967,000",10-3/4,36.0,48.0,7.7,7.2,0,0
110501,2019-11-03,2,11,ST,TURF,GOOD TO FIRM,C+3,Class 4,1000,5632,1303,2050,2279,0,0,0,C103,L Hewitson,K W Lui,122,1,TT,49,-2,1075,-7,0.56.96,4,1,6/10/3/5,7,6-6-7,6,6,7,0,0,0,1331,2070,2323,0,0,0,5724,1.75,3,5.75,0,0,0.0,22,"HK$ 967,000",5-3/4,20.0,32.0,4.6,6.3,0,0
110502,2019-11-03,2,12,ST,TURF,GOOD TO FIRM,C+3,Class 4,1000,5632,1303,2050,2279,0,0,0,A209,U Rispoli,C Fownes,119,6,H/XB,46,-1,1118,+10,0.56.09,6,+1,9/11/14/3/1/14,13,3-4-13,3,4,13,0,0,0,1311,2082,2417,0,0,0,5810,0.5,2.5,11.25,0,0,0.0,11,"HK$ 967,000",11-1/4,16.0,22.0,3.2,3.2,0,0
110503,2019-11-03,2,13,ST,TURF,GOOD TO FIRM,C+3,Class 4,1000,5632,1303,2050,2279,0,0,0,T361,M L Yeung,T P Yung,116,4,TT,43,-1,1061,+14,0.56.93,7,1,9/5/4/8/10/8,8,12-14-8,12,14,8,0,0,0,1355,2082,2307,0,0,0,5744,3.25,5.25,7,0,0,0.0,53,"HK$ 967,000",7,49.0,58.0,8.9,9.6,0,0
110504,2019-11-03,2,14,ST,TURF,GOOD TO FIRM,C+3,Class 4,1000,5632,1303,2050,2279,0,0,0,C006,M Chadwick,J Size,115,3,H,42,-4,1120,+25,0.57.32,4,*1,11/7/8/11/13,10,8-9-10,8,9,10,0,0,0,1331,2090,2324,0,0,0,5745,1.75,4.25,7,0,0,0.0,116,"HK$ 967,000",7,59.0,58.0,11.0,9.5,0,0
110505,2019-11-03,3,1,ST,TURF,GOOD TO FIRM,C+3,Class 4,1200,6911,2351,2250,2310,0,0,0,B067,G van Niekerk,Y S Tsui,130,5,B2/TT,53,0,1005,-13,1.09.31,6,+1,4/2/7/8/3/5,1,5-3-1,5,3,1,0,0,0,2395,2226,2290,0,0,0,6911,2.75,1.25,1.75,0,0,0.0,28,"HK$ 967,000",1-3/4,6.3,7.5,2.0,2.0,1,1
110506,2019-11-03,3,2,ST,TURF,GOOD TO FIRM,C+3,Class 4,1200,6911,2351,2250,2310,0,0,0,C363,J Moreira,T P Yung,130,12,TT,53,+1,1117,-2,1.09.57,5,+1,2/5,9,1-1-9,1,1,9,0,0,0,2351,2250,2425,0,0,0,7026,0.75,0.75,7.25,0,0,0.0,28,"HK$ 967,000",7-1/4,2.8,2.8,1.6,1.4,0,0
110507,2019-11-03,3,3,ST,TURF,GOOD TO FIRM,C+3,Class 4,1200,6911,2351,2250,2310,0,0,0,C518,K Teetan,C S Shum,129,6,B1/TT,52,0,1127,+3,,4,+1,6,5,8-9-5,8,9,5,0,0,0,2439,2226,2304,0,0,0,6969,5.5,4,3.75,0,0,0.0,25,"HK$ 967,000",3-3/4,10.0,8.1,2.4,2.3,0,0
110508,2019-11-03,3,4,ST,TURF,GOOD TO FIRM,C+3,Class 4,1200,6911,2351,2250,2310,0,0,0,D013,K C Leung,W Y So,129,4,,52,0,1160,+1,,4,*1,8,7,6-6-7,6,6,7,0,0,0,2419,2234,2343,0,0,0,6996,4.25,3.25,5.25,0,0,0.0,22,"HK$ 967,000",5-1/4,40.0,46.0,7.5,9.4,0,0
110509,2019-11-03,3,5,ST,TURF,GOOD TO FIRM,C+3,Class 4,1200,6911,2351,2250,2310,0,0,0,C408,L Hewitson,R Gibson,129,10,,52,0,1114,-9,,4,*1,7,4,10-10-4,10,10,4,0,0,0,2459,2218,2289,0,0,0,6966,6.75,4.75,3.5,0,0,0.0,22,"HK$ 967,000",3-1/2,60.0,82.0,12.0,15.0,0,0
110510,2019-11-03,3,6,ST,TURF,GOOD TO FIRM,C+3,Class 4,1200,6911,2351,2250,2310,0,0,0,C356,A Badel,C H Yip,129,3,,52,,1194,,,4,*1,,3,4-5-3,4,5,3,0,0,0,2391,2258,2310,0,0,0,6959,2.5,3,3,0,0,0.0,,"HK$ 967,000",3,10.0,11.0,3.1,3.0,0,1
110511,2019-11-03,3,7,ST,TURF,GOOD TO FIRM,C+3,Class 4,1200,6911,2351,2250,2310,0,0,0,C359,W L Ho,F C Lor,129,8,,52,,1077,,,5,*1,,12,3-4-12,3,4,12,0,0,0,2367,2258,2436,0,0,0,7061,1,1.5,9.5,0,0,0.0,,"HK$ 967,000",9-1/2,8.5,11.0,2.9,4.0,0,0
110512,2019-11-03,3,8,ST,TURF,GOOD TO FIRM,C+3,Class 4,1200,6911,2351,2250,2310,0,0,0,C309,T H So,L Ho,127,2,H,50,-1,1049,+20,1.09.62,4,+1,4/4/6,2,9-7-2,9,7,2,0,0,0,2443,2218,2279,0,0,0,6940,5.75,3.75,1.75,0,0,0.0,49,"HK$ 967,000",1-3/4,5.7,3.7,2.0,1.4,0,1
110513,2019-11-03,3,9,ST,TURF,GOOD TO FIRM,C+3,Class 4,1200,6911,2351,2250,2310,0,0,0,C233,U Rispoli,K H Ting,127,11,H/TT,50,-2,1145,+3,,4,+1,12/11,11,12-12-11,12,12,11,0,0,0,2503,2198,2339,0,0,0,7040,9.5,6.25,8,0,0,0.0,28,"HK$ 967,000",8,99.0,99.0,15.0,21.0,0,0
110514,2019-11-03,3,10,ST,TURF,GOOD TO FIRM,C+3,Class 4,1200,6911,2351,2250,2310,0,0,0,B016,C Y Ho,K W Lui,122,7,XB/TT,45,0,1181,+17,1.08.88,6,*1,7/4/6/2/5/5,10,11-11-10,11,11,10,0,0,0,2471,2214,2344,0,0,0,7029,7.5,5.25,7.5,0,0,0.0,49,"HK$ 967,000",7-1/2,8.6,12.0,2.4,3.0,0,0
110515,2019-11-03,3,11,ST,TURF,GOOD TO FIRM,C+3,Class 4,1200,6911,2351,2250,2310,0,0,0,A007,A Sanna,D J Whyte,120,9,B,43,-2,1067,+34,,6,*1,9/7/4/2/4/9,8,2-2-8,2,2,8,0,0,0,2363,2250,2402,0,0,0,7015,0.75,0.75,6.5,0,0,0.0,25,"HK$ 967,000",6-1/2,36.0,37.0,7.5,9.6,0,0
110516,2019-11-03,3,12,ST,TURF,GOOD TO FIRM,C+3,Class 4,1200,6911,2351,2250,2310,0,0,0,A275,M F Poon,K L Man,118,1,P,41,-2,1032,-11,1.11.49,6,*1,8/12/6/3/3/9,6,7-8-6,7,8,6,0,0,0,2423,2242,2331,0,0,0,6996,4.5,4,5.25,0,0,0.0,22,"HK$ 967,000",5-1/4,42.0,55.0,8.0,10.0,0,0
110517,2019-11-03,4,1,ST,TURF,GOOD TO FIRM,C+3,Class 3,1200,6865,2377,2189,2299,0,0,0,D022,C Schofield,D J Whyte,133,4,XB1,80,,1209,,,4,+1,,11,7-7-11,7,7,11,0,0,0,2433,2221,2352,0,0,0,7006,3.5,5.5,8.75,0,0,0.0,,"HK$ 1,450,000",8-3/4,3.7,3.1,1.6,1.2,0,0
